"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"35","once","FM","RB","once",NA,"once",0,NA,"once",NA,NA,NA,"once",7
"36","capable","FM","JJ","capable",NA,"capable",0,NA,"capable",NA,NA,NA,"capable",7
"37","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"38","writing","FM","VVG","writing",NA,"writing",0,NA,"writing",NA,NA,NA,"writing",7
"39","Engliſhr","FM","NN","Englishr",NA,"Englishr",1,"Englishr",NA,NA,NA,NA,NA,7
"40","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",7
"41","correctneſs","FM","NNS","correctness",NA,"correctness",0,NA,"correctness",NA,NA,NA,"correctness",7
"42",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"43","elegance","FM","NN","elegance",NA,"elegance",0,NA,"elegance",NA,NA,NA,"elegance",7
"44",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"45","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",7
"46","preciſion","N.Reg.Nom.Pl.Fem","NN","precision",NA,"precision",0,NA,"precision",NA,NA,NA,"precision",7
"47",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",7
"48","here","ADJA.Pos.Nom.Sg.Neut","RB","here",NA,"here",0,NA,"here",NA,NA,NA,"here",7
"49","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",7
"50","ſtill","N.Reg.Nom.Sg.Neut","RB","still",NA,"still",0,NA,"still",NA,NA,NA,"still",7
"51","another","ADJA.Pos.Gen.Sg.Fem","DT","another",NA,"another",0,NA,"another",NA,NA,NA,"another",7
"52","obſection","N.Reg.Gen.Sg.Fem","NN","obsection",NA,"obsection",1,"obsection",NA,NA,NA,NA,NA,7
"53",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"54","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",7
"55","ſome","N.Reg.*.Sg.Fem","NNS","some",NA,"some",0,NA,"some",NA,NA,NA,"some",7
"56","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",7
"57","too","ADV","RB","too",NA,"too",0,NA,"too",NA,NA,NA,"too",7
"58","apt","FM","JJ","apt",NA,"apt",0,NA,"apt",NA,NA,NA,"apt",7
"59","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"60","make","FM","VV","make",NA,"make",0,NA,"make",NA,NA,NA,"make",7
"61",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"62","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",7
"63","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",7
"64","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",7
"65","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",7
"66","endeavour","FM","VVP","endeavour",NA,"endeavour",0,NA,"endeavour",NA,NA,NA,"endeavour",7
"67","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"68","palliate","FM","VV","palliate",NA,"palliate",0,NA,"palliate",NA,NA,NA,"palliate",7
"69","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",7
"70","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",7
"71","indolence","FM","NN","indolence",NA,"indolence",0,NA,"indolence",NA,NA,NA,"indolence",7
"72",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",7
"73","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",7
"74","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",7
"75","no","PRO.Indef.Attr.-.Nom.*.*","RB","no",NA,"no",0,NA,"no",NA,NA,NA,"no",7
"76","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",7
"77","than","VPP.Full.Psp","IN","than",NA,"than",0,NA,"than",NA,NA,NA,"than",7
"78","that","PRO.Dem.Subst.-.Nom.Sg.Neut","DT","that",NA,"that",0,NA,"that",NA,NA,NA,"that",7
"79","Engliſp","FM","NN","Englisp",NA,"Englisp",1,"Englisp",NA,NA,NA,NA,NA,7
"80","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",7
"81","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",7
"82","very","ADV","RB","very",NA,"very",0,NA,"very",NA,NA,NA,"very",7
"83","well","ADV","RB","well",NA,"well",0,NA,"well",NA,NA,NA,"well",7
"84","learned","FM","VVN","learned",NA,"learned",0,NA,"learned",NA,NA,NA,"learned",7
"85","without","FM","IN","without",NA,"without",0,NA,"without",NA,NA,NA,"without",7
"86","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",7
"87","Grammar","N.Name.Nom.Sg.*","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",7
"88","whatſoever","N.Reg.Nom.Sg.Masc","NN","whatsoever",NA,"whatsoever",0,NA,"whatsoever",NA,NA,NA,"whatsoever",7
"89",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",7
"90","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",7
"91","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",7
"92","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",7
"93","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",7
"94","moſt","FM","VVD","most",NA,"most",0,NA,"most",NA,NA,NA,"most",7
"95","certainly","FM","RB","certainly",NA,"certainly",0,NA,"certainly",NA,NA,NA,"certainly",7
"96","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",7
"97","decewed","FM","JJ","decewed",NA,"decewed",1,"decewed",NA,NA,NA,NA,NA,7
"98",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"99","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",7
"100","though","FM","IN","though",NA,"though",0,NA,"though",NA,NA,NA,"though",7
"101","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",7
"102","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",7
"103","poflible","FM","JJ","poflible","poflible","poflible",1,"poflible",NA,NA,NA,NA,NA,7
"104","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"105","young","FM","JJ","young",NA,"young",0,NA,"young",NA,NA,NA,"young",7
"106","gentleman","VPP.Full.Psp","NN","gentleman",NA,"gentleman",0,NA,"gentleman",NA,NA,NA,"gentleman",7
"107","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",7
"108","lady","FM","NN","lady",NA,"lady",0,NA,"lady",NA,NA,NA,"lady",7
"109","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",7
"110","ſpeak","FM","VV","speak",NA,"speak",0,NA,"speak",NA,NA,NA,"speak",7
"111","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",7
"112","tolerable","ADJA.Pos.Acc.Pl.Fem","JJ","tolerable",NA,"tolerable",0,NA,"tolerable",NA,NA,NA,"tolerable",7
"113","propriety","FM","NN","propriety",NA,"propriety",0,NA,"propriety",NA,NA,NA,"propriety",7
"114","upon","FM","IN","upon",NA,"upon",0,NA,"upon",NA,NA,NA,"upon",7
"115","ſome","FM","JJ","some",NA,"some",0,NA,"some",NA,NA,NA,"some",7
"116","particular","FM","JJ","particular",NA,"particular",0,NA,"particular",NA,NA,NA,"particular",7
"117","fubjects","FM","NNS","fubjects","fubjects","fubjects",1,"fubjects",NA,NA,"fubjects",NA,"fubjects",7
"118",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"119","yet","FM","RB","yet",NA,"yet",0,NA,"yet",NA,NA,NA,"yet",7
"120","when","FM","WRB","when",NA,"when",0,NA,"when",NA,NA,NA,"when",7
"121","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",7
"122","come","PROADV.Inter","VVP","come",NA,"come",0,NA,"come",NA,NA,NA,"come",7
"123","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"124","write","FM","VV","write",NA,"write",0,NA,"write",NA,NA,NA,"write",7
"125",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"126","even","FM","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",7
"127","though","FM","RB","though",NA,"though",0,NA,"though",NA,NA,NA,"though",7
"128","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",7
"129","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",7
"130","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",7
"131","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"132","letter","FM","NN","letter",NA,"letter",0,NA,"letter",NA,NA,NA,"letter",7
"133",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"134","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",7
"135","deficiency","FM","NN","deficiency","deficiency","deficiency",0,NA,"deficiency",NA,NA,NA,"deficiency",7
"136","will","FM","MD","will",NA,"will",0,NA,"will",NA,NA,NA,"will",7
"137","ſoon","N.Reg.Nom.Pl.Fem","VV","soon",NA,"soon",0,NA,"soon",NA,NA,NA,"soon",7
"138","appear","FM","VV","appear",NA,"appear",0,NA,"appear",NA,NA,NA,"appear",7
"139",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"140","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",7
"141","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",7
"142","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",7
"143","aggravating","FM","JJ","aggravating",NA,"aggravating",0,NA,"aggravating",NA,NA,NA,"aggravating",7
"144","circumſtance","FM","NN","circumstance",NA,"circumstance",0,NA,"circumstance",NA,NA,NA,"circumstance",7
"145",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"146","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",7
"147","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",7
"148","name","FM","NN","name",NA,"name",0,NA,"name",NA,NA,NA,"name",7
"149","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",7
"150","generally","FM","RB","generally",NA,"generally",0,NA,"generally",NA,NA,NA,"generally",7
"151","ſigned","FM","JJ","signed",NA,"signed",0,NA,"signed",NA,NA,NA,"signed",7
"152","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"153","that","PRO.Dem.Subst.-.Nom.Sg.Neut","DT","that",NA,"that",0,NA,"that",NA,NA,NA,"that",7
"154","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",7
"155","lerves","FM","VVZ","lerves",NA,"lerves",1,"lerves",NA,NA,NA,NA,NA,7
"156","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",7
"157","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"158","teſtimony","FM","NN","testimony",NA,"testimony",0,NA,"testimony",NA,NA,NA,"testimony",7
"159","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"160","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",7
"161","defect","FM","NN","defect","defect","defect",0,NA,"defect",NA,NA,NA,"defect",7
"162",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",7
"163","We","FM","PP","We",NA,"We",0,NA,"We",NA,NA,NA,"We",7
"164","acknowledge","FM","VVP","acknowledge",NA,"acknowledge",0,NA,"acknowledge",NA,NA,NA,"acknowledge",7
"165",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"166","indeed","FM","RB","indeed",NA,"indeed",0,NA,"indeed",NA,NA,NA,"indeed",7
"167",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"168","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",7
"169","if","FM","IN","if","if","if",0,NA,"if",NA,NA,NA,"if",7
"170","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",7
"171","purlom","FM","NN","purlom",NA,"purlom",1,"purlom",NA,NA,NA,NA,NA,7
"172","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",7
"173","printed","FM","JJ","printed",NA,"printed",0,NA,"printed",NA,NA,NA,"printed",7
"174","letters","FM","NNS","letters",NA,"letters",0,NA,"letters",NA,NA,NA,"letters",7
"175",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"176","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",7
"177","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",7
"178","flourifh","FM","NN","flourifh","flourifh","flourifh",1,"flourifh",NA,NA,NA,NA,NA,7
"179","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",7
"180","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"181","cheap","FM","JJ","cheap",NA,"cheap",0,NA,"cheap",NA,NA,NA,"cheap",7
"182","expence","FM","NN","expence",NA,"expence",1,"expence",NA,NA,NA,NA,NA,7
"183",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"184","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",7
"185","not","ADJD.Pos","RB","not",NA,"not",0,NA,"not",NA,NA,NA,"not",7
"186","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"187","volume","FM","NN","volume",NA,"volume",0,NA,"volume",NA,NA,NA,"volume",7
"188","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"189","theſe","FM","NNS","these",NA,"these",0,NA,"these",NA,NA,NA,"these",7
"190","can","VFIN.Mod.*.*.Pres.Ind","MD","can",NA,"can",0,NA,"can",NA,NA,NA,"can",7
"191","anſwer","FM","NN","answer",NA,"answer",0,NA,"answer",NA,NA,NA,"answer",7
"192","all","FM","PDT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",7
"193","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",7
"194","ordinary","FM","JJ","ordinary",NA,"ordinary",0,NA,"ordinary",NA,NA,NA,"ordinary",7
"195","occurrences","FM","NNS","occurrences",NA,"occurrences",1,"occurrences",NA,NA,"occurrences",NA,"occurrences",7
"196","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"197","life","FM","NN","life","life","life",0,NA,"life",NA,NA,NA,"life",7
"198",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",7
"199","To","FM","TO","To",NA,"To",0,NA,"To",NA,NA,NA,"To",7
"200","ſuch","FM","VV","such",NA,"such",0,NA,"such",NA,NA,NA,"such",7
"201","young","FM","JJ","young",NA,"young",0,NA,"young",NA,NA,NA,"young",7
"202","gentlemen","FM","NNS","gentlemen",NA,"gentlemen",0,NA,"gentlemen",NA,NA,NA,"gentlemen",7
"203","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",7
"204","ladies","FM","NNS","ladies",NA,"ladies",0,NA,"ladies",NA,NA,NA,"ladies",7
"205",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"206","therefore","FM","RB","therefore","therefore","therefore",0,NA,"therefore",NA,NA,NA,"therefore",7
"207",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"208","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",7
"209","deſire","ADJA.Pos.Acc.Pl.*","NN","desire",NA,"desire",0,NA,"desire",NA,NA,NA,"desire",7
"210","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"211","write","FM","VV","write",NA,"write",0,NA,"write",NA,NA,NA,"write",7
"212","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",7
"213","correctneſs","FM","NNS","correctness",NA,"correctness",0,NA,"correctness",NA,NA,NA,"correctness",7
"214",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"215","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",7
"216","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",7
"217","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",7
"218","ſame","FM","JJ","same",NA,"same",0,NA,"same",NA,NA,NA,"same",7
"219","time","VFIN.Full.3.Sg.Pres.Subj","NN","time",NA,"time",0,NA,"time",NA,NA,NA,"time",7
"220","decline","FM","NN","decline",NA,"decline",0,NA,"decline",NA,NA,NA,"decline",7
"221","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",7
"222","intricacies","FM","NNS","intricacies",NA,"intricacies",1,"intricacies",NA,NA,"intricacies",NA,"intricacies",7
"223","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"224","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"225","learned","FM","VVN","learned",NA,"learned",0,NA,"learned",NA,NA,NA,"learned",7
"226","education","FM","NN","education",NA,"education",0,NA,"education",NA,NA,NA,"education",7
"227",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"228","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",7
"229","work","FM","NN","work",NA,"work",0,NA,"work",NA,NA,NA,"work",7
"230","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"231","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",7
"232","kind","FM","NN","kind",NA,"kind",0,NA,"kind",NA,NA,NA,"kind",7
"233","muſt","FM","NN","must",NA,"must",0,NA,"must",NA,NA,NA,"must",7
"234","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",7
"235","abſolutely","FM","RB","absolutely",NA,"absolutely",0,NA,"absolutely",NA,NA,NA,"absolutely",7
"236","requiſite","N.Reg.Acc.Pl.Neut","JJ","requisite",NA,"requisite",0,NA,"requisite",NA,NA,NA,"requisite",7
"237",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"238","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",7
"239","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",7
"240","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",7
"241","accordingly","FM","RB","accordingly",NA,"accordingly",0,NA,"accordingly",NA,NA,NA,"accordingly",7
"242","endeavoured","FM","VVN","endeavoured",NA,"endeavoured",1,"endeavoured",NA,NA,NA,NA,NA,7
"243","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"244","make","FM","VV","make",NA,"make",0,NA,"make",NA,NA,NA,"make",7
"245","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",7
"246","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",7
"247","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"248","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",7
"249","obvious","FM","JJ","obvious",NA,"obvious",0,NA,"obvious",NA,NA,NA,"obvious",7
"250","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",7
"251","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",7
"252","meaneſt","FM","NN","meanest",NA,"meanest",1,"meanest",NA,NA,NA,NA,NA,7
"253","capacity","FM","NN","capacity",NA,"capacity",0,NA,"capacity",NA,NA,NA,"capacity",7
"254",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",7
"255","Either","N.Name.Nom.Sg.Masc","CC","Either",NA,"Either",0,NA,"Either",NA,NA,NA,"Either",7
"256","Foreigners","N.Name.Gen.Sg.Masc","NNS","Foreigners",NA,"Foreigners",0,NA,"Foreigners",NA,NA,NA,"Foreigners",7
"257",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
"258","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",7
"259","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",7
"260","Fair","ADJD.Pos","NP","Fair",NA,"Fair",0,NA,"Fair",NA,NA,NA,"Fair",7
"261","Sex","N.Reg.Nom.Sg.Masc","NN","Sex",NA,"Sex",0,NA,"Sex",NA,NA,NA,"Sex",7
"262","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",7
"263","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",7
"264","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",7
"265","nation","FM","NN","nation",NA,"nation",0,NA,"nation",NA,NA,NA,"nation",7
"266",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",7
