"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"147","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",12
"148","different","FM","JJ","different","different","different",0,NA,"different",NA,NA,NA,"different",12
"149","manner","FM","NN","manner",NA,"manner",0,NA,"manner",NA,NA,NA,"manner",12
"150","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",12
"151","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",12
"152","numbers","FM","NNS","numbers",NA,"numbers",0,NA,"numbers",NA,NA,NA,"numbers",12
"153","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",12
"154","words","FM","NNS","words",NA,"words",0,NA,"words",NA,NA,NA,"words",12
"155","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",12
"156","pronounced","FM","VVN","pronounced",NA,"pronounced",0,NA,"pronounced",NA,NA,NA,"pronounced",12
"157","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",12
"158","written","FM","VVN","written",NA,"written",0,NA,"written",NA,NA,NA,"written",12
"159",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",12
"160","being","FM","JJ","being",NA,"being",0,NA,"being",NA,NA,NA,"being",12
"161","ſo","FM","NN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",12
"162","very","ADV","RB","very",NA,"very",0,NA,"very",NA,NA,NA,"very",12
"163","anomalous","FM","JJ","anomalous",NA,"anomalous",0,NA,"anomalous",NA,NA,NA,"anomalous",12
"164",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",12
"165","that","PRO.Dem.Subst.-.Nom.Sg.Neut","DT","that",NA,"that",0,NA,"that",NA,NA,NA,"that",12
"166","many","FM","JJ","many",NA,"many",0,NA,"many",NA,NA,NA,"many",12
"167",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",12
"168","even","FM","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",12
"169","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",12
