"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"87","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",6
"88","forming","FM","VVG","forming","forming","forming",0,NA,"forming",NA,NA,NA,"forming",6
"89","new","FM","JJ","new",NA,"new",0,NA,"new",NA,NA,NA,"new",6
"90","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",6
"91","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",6
"92","occaſion","N.Reg.Acc.Pl.Fem","NN","occasion",NA,"occasion",0,NA,"occasion",NA,NA,NA,"occasion",6
"93",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",6
"94","Others","N.Name.Gen.Sg.*","NNS","Others",NA,"Others",0,NA,"Others",NA,NA,NA,"Others",6
"95","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",6
"96","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",6
"97","more","FM","JJR","more",NA,"more",0,NA,"more",NA,NA,NA,"more",6
"98","plauſibility","FM","NN","plausibility",NA,"plausibility",0,NA,"plausibility",NA,NA,NA,"plausibility",6
"99","inſiſted","FM","JJ","insisted",NA,"insisted",1,"insisted",NA,NA,NA,NA,NA,6
"100",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",6
"101","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",6
"102","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"103","Latin","N.Name.Dat.Sg.*","JJ","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",6
"104","Grammar","N.Name.Nom.Sg.*","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",6
"105","was","FM","VBD","was",NA,"was",0,NA,"was",NA,NA,NA,"was",6
"106","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"107","propereſt","FM","NN","properest",NA,"properest",1,"properest",NA,NA,NA,NA,NA,6
"108","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",6
"109","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",6
"110","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",6
"111","learn","FM","VV","learn",NA,"learn",0,NA,"learn",NA,NA,NA,"learn",6
"112","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,6
"113",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"114","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",6
"115","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",6
"116",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"117","m","N.Reg.*.*.Masc","NN","m",NA,"m",0,NA,"m",NA,NA,NA,"m",6
"118","order","VIMP.Full.2.Sg","NN","order",NA,"order",0,NA,"order",NA,NA,NA,"order",6
"119","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",6
"120","come","PROADV.Inter","VV","come",NA,"come",0,NA,"come",NA,NA,NA,"come",6
"121","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",6
"122","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"123","true","FM","JJ","true",NA,"true",0,NA,"true",NA,NA,NA,"true",6
"124","conſtruction","N.Reg.Nom.Pl.Fem","NN","construction",NA,"construction",0,NA,"construction",NA,NA,NA,"construction",6
"125","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",6
"126","orthography","FM","NN","orthography",NA,"orthography",0,NA,"orthography",NA,NA,NA,"orthography",6
"127","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",6
"128","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",6
"129","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",6
"130","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",6
"131",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"132","we","PRO.Pers.Subst.1.Nom.Pl.*","PP","we",NA,"we",0,NA,"we",NA,NA,NA,"we",6
"133","ſhould","FM","VVP","should",NA,"should",0,NA,"should",NA,NA,NA,"should",6
"134","ſeck","FM","NN","seck",NA,"seck",1,"seck",NA,NA,NA,NA,NA,6
"135","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",6
"136","both","FM","DT","both",NA,"both",0,NA,"both",NA,NA,NA,"both",6
"137","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",6
"138","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"139","Roman","N.Name.Nom.Sg.Masc","NP","Roman",NA,"Roman",0,NA,"Roman",NA,NA,NA,"Roman",6
"140","tongue","FM","NN","tongue",NA,"tongue",0,NA,"tongue",NA,NA,NA,"tongue",6
"141",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",6
"142","But","FM","CC","But",NA,"But",0,NA,"But",NA,NA,NA,"But",6
"143",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"144","whatever","FM","WDT","whatever",NA,"whatever",0,NA,"whatever",NA,NA,NA,"whatever",6
"145","weight","FM","VVP","weight",NA,"weight",0,NA,"weight",NA,NA,NA,"weight",6
"146","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",6
"147","might","FM","MD","might",NA,"might",0,NA,"might",NA,NA,NA,"might",6
"148","have","VFIN.Aux.1.Sg.Pres.Ind","VH","have",NA,"have",0,NA,"have",NA,NA,NA,"have",6
"149","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",6
"150","an","APPR.An","DT","an",NA,"an",0,NA,"an",NA,NA,NA,"an",6
"151","ltalian","ADJD.Pos","NN","ltalian",NA,"ltalian",1,"ltalian",NA,NA,NA,NA,NA,6
"152","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",6
"153","Spaniard","FM","NN","Spaniard",NA,"Spaniard",0,NA,"Spaniard",NA,NA,NA,"Spaniard",6
"154",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"155","whofe","VFIN.Full.1.Sg.Pres.Ind","NN","whofe","whofe","whofe",1,"whofe",NA,NA,NA,NA,NA,6
"156","languages","ADJA.Pos.Acc.Sg.Neut","NNS","languages",NA,"languages",1,"languages",NA,NA,"languages",NA,"languages",6
"157","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",6
"158","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",6
"159","near","FM","JJ","near",NA,"near",0,NA,"near",NA,NA,NA,"near",6
"160","reſemblance","FM","NN","resemblance",NA,"resemblance",0,NA,"resemblance",NA,NA,NA,"resemblance",6
"161","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",6
"162","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"163","Latin","N.Name.Dat.Sg.*","JJ","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",6
"164",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"165","yet","FM","CC","yet",NA,"yet",0,NA,"yet",NA,NA,NA,"yet",6
"166","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",6
"167","can","VFIN.Mod.*.*.Pres.Ind","MD","can",NA,"can",0,NA,"can",NA,NA,NA,"can",6
"168","weigh","FM","VV","weigh",NA,"weigh",0,NA,"weigh",NA,NA,NA,"weigh",6
"169","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",6
"170","little","FM","RB","little",NA,"little",0,NA,"little",NA,NA,NA,"little",6
"171","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",6
"172","an","APPR.An","DT","an",NA,"an",0,NA,"an",NA,NA,NA,"an",6
"173","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,6
"174","learner","FM","NN","learner",NA,"learner",0,NA,"learner",NA,NA,NA,"learner",6
"175",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"176","who","FM","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",6
"177","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",6
"178","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",6
"179","write","FM","VV","write",NA,"write",0,NA,"write",NA,NA,NA,"write",6
"180","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",6
"181","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",6
"182","very","ADV","RB","very",NA,"very",0,NA,"very",NA,NA,NA,"very",6
"183","different","FM","JJ","different","different","different",0,NA,"different",NA,NA,NA,"different",6
"184","both","FM","CC","both",NA,"both",0,NA,"both",NA,NA,NA,"both",6
"185","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",6
"186","ſound","FM","NN","sound",NA,"sound",0,NA,"sound",NA,NA,NA,"sound",6
"187","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",6
"188","formation","FM","NN","formation","formation","formation",0,NA,"formation",NA,NA,NA,"formation",6
"189",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",6
"190","If","N.Name.Nom.Sg.*","IN","If","If","If",0,NA,"If",NA,NA,NA,"If",6
"191","we","PRO.Pers.Subst.1.Nom.Pl.*","PP","we",NA,"we",0,NA,"we",NA,NA,NA,"we",6
"192","were","ADJA.Comp.Acc.Pl.*","VBD","were",NA,"were",0,NA,"were",NA,NA,NA,"were",6
"193","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",6
"194","learn","FM","VV","learn",NA,"learn",0,NA,"learn",NA,NA,NA,"learn",6
"195","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",6
"196","dialect","FM","NN","dialect",NA,"dialect",0,NA,"dialect",NA,NA,NA,"dialect",6
"197","previous","FM","JJ","previous",NA,"previous",0,NA,"previous",NA,NA,NA,"previous",6
"198","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",6
"199","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",6
"200","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",6
"201",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"202","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",6
"203","might","FM","MD","might",NA,"might",0,NA,"might",NA,NA,NA,"might",6
"204",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"205","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",6
"206",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"207","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",6
"208","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"209","greateſt","FM","JJ","greatest",NA,"greatest",0,NA,"greatest",NA,NA,NA,"greatest",6
"210","propriety","FM","NN","propriety",NA,"propriety",0,NA,"propriety",NA,NA,NA,"propriety",6
"211",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"212","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",6
"213","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"214","Saxon","FM","JJ","Saxon",NA,"Saxon",0,NA,"Saxon",NA,NA,NA,"Saxon",6
"215",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",6
"216","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",6
"217","whence","FM","RB","whence",NA,"whence",0,NA,"whence",NA,NA,NA,"whence",6
"218","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"219","greateſt","FM","JJ","greatest",NA,"greatest",0,NA,"greatest",NA,NA,NA,"greatest",6
"220","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",6
"221","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",6
"222","ours","FM","PP","ours",NA,"ours",0,NA,"ours",NA,NA,NA,"ours",6
"223","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",6
"224","derived","FM","VVN","derived",NA,"derived",0,NA,"derived",NA,NA,NA,"derived",6
"225",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"226","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",6
"227","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",6
"228","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",6
"229","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",6
"230","Rtill","FM","NP","Rtill",NA,"Rtill",1,"Rtill",NA,NA,NA,NA,NA,6
"231","bears","FM","VVZ","bears",NA,"bears",1,"bears",NA,NA,NA,NA,NA,6
"232","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"233","neareſt","FM","NN","nearest",NA,"nearest",0,NA,"nearest",NA,NA,NA,"nearest",6
"234","af","VFIN.Full.3.Sg.Past.Ind","NN","af","af","af",0,NA,"af",NA,NA,NA,"af",6
"235",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",6
"236","nity","FM","NN","nity",NA,"nity",1,"nity",NA,NA,NA,NA,NA,6
"237",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",6
"238","The","FM","DT","The",NA,"The",0,NA,"The",NA,NA,NA,"The",6
"239","words","FM","NNS","words",NA,"words",0,NA,"words",NA,NA,NA,"words",6
"240","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",6
"241","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",6
"242","merely","FM","RB","merely",NA,"merely",0,NA,"merely",NA,NA,NA,"merely",6
"243","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",6
"244","Latin","N.Name.Dat.Sg.*","JJ","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",6
"245","derwation","FM","NN","derwation",NA,"derwation",1,"derwation",NA,NA,NA,NA,NA,6
"246","do","FM","VVP","do",NA,"do",0,NA,"do",NA,NA,NA,"do",6
"247","not","PART.Verb","RB","not",NA,"not",0,NA,"not",NA,NA,NA,"not",6
"248","make","FM","VV","make",NA,"make",0,NA,"make",NA,NA,NA,"make",6
"249","up","FM","RP","up",NA,"up",0,NA,"up",NA,NA,NA,"up",6
"250","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",6
"251","fourth","FM","JJ","fourth","fourth","fourth",0,NA,"fourth",NA,NA,NA,"fourth",6
"252","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",6
"253","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",6
"254","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"255","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,6
"256","tongue","FM","NN","tongue",NA,"tongue",0,NA,"tongue",NA,NA,NA,"tongue",6
"257",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",6
"258","how","PROADV.Inter","WRB","how",NA,"how",0,NA,"how",NA,NA,NA,"how",6
"259","then","VINF.Full.-","RB","then",NA,"then",0,NA,"then",NA,NA,NA,"then",6
"260","can","VFIN.Mod.*.*.Pres.Ind","MD","can",NA,"can",0,NA,"can",NA,NA,NA,"can",6
"261","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"262","Latin","N.Name.Dat.Sg.*","NP","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",6
"263","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",6
"264","ſo","FM","VVN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",6
"265","abſolutely","FM","RB","absolutely",NA,"absolutely",0,NA,"absolutely",NA,NA,NA,"absolutely",6
"266","neceflary","FM","JJ","neceflary","neceflary","neceflary",1,"neceflary",NA,NA,NA,NA,NA,6
"267","towards","FM","IN","towards",NA,"towards",0,NA,"towards",NA,NA,NA,"towards",6
"268","completing","FM","VVG","completing",NA,"completing",0,NA,"completing",NA,NA,NA,"completing",6
"269","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",6
"270","Engliſp","FM","NN","Englisp",NA,"Englisp",1,"Englisp",NA,NA,NA,NA,NA,6
"271","learner","FM","NN","learner",NA,"learner",0,NA,"learner",NA,NA,NA,"learner",6
"272","?","SYM.Pun.Sent","SENT","?",NA,"?",1,"?",NA,NA,NA,"?","?",6
"273","It","FM","PP","It",NA,"It",0,NA,"It",NA,NA,NA,"It",6
"274","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",6
"275","ſo","FM","NN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",6
"276","far","FM","JJ","far","far","far",0,NA,"far",NA,NA,NA,"far",6
"277","otherwiſe","FM","NN","otherwise",NA,"otherwise",0,NA,"otherwise",NA,NA,NA,"otherwise",6
"278",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",6
"279","that","PRO.Dem.Subst.-.Nom.Sg.Neut","WDT","that",NA,"that",0,NA,"that",NA,NA,NA,"that",6
