"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"34","reſt","N.Name.*.*.*","NN","rest",NA,"rest",0,NA,"rest",NA,NA,NA,"rest",13
"35",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",13
"36","Thus","N.Reg.Nom.Sg.Masc","RB","Thus",NA,"Thus",0,NA,"Thus",NA,NA,NA,"Thus",13
"37","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"38","ſcholar","FM","JJ","scholar",NA,"scholar",0,NA,"scholar",NA,NA,NA,"scholar",13
"39","will","FM","NN","will",NA,"will",0,NA,"will",NA,NA,NA,"will",13
"40","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",13
"41","length","FM","NN","length",NA,"length",0,NA,"length",NA,NA,NA,"length",13
"42","come","PROADV.Inter","VVN","come",NA,"come",0,NA,"come",NA,NA,NA,"come",13
"43","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"44","have","VFIN.Aux.1.Sg.Pres.Ind","VH","have",NA,"have",0,NA,"have",NA,NA,NA,"have",13
"45","apreciſe","FM","JJ","aprecise",NA,"aprecise",1,"aprecise",NA,NA,NA,NA,NA,13
"46","idea","SYM.Other.Auth","NN","idea",NA,"idea",0,NA,"idea",NA,NA,NA,"idea",13
"47","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"48","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"49","value","FM","NN","value",NA,"value",0,NA,"value",NA,NA,NA,"value",13
"50","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"51","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",13
"52","letter","FM","NN","letter",NA,"letter",0,NA,"letter",NA,NA,NA,"letter",13
"53",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"54","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",13
"55","give","FM","VV","give",NA,"give",0,NA,"give",NA,NA,NA,"give",13
"56","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",13
"57","upon","FM","IN","upon",NA,"upon",0,NA,"upon",NA,NA,NA,"upon",13
"58","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",13
"59","occaſion","N.Reg.Nom.Pl.Fem","NN","occasion",NA,"occasion",0,NA,"occasion",NA,NA,NA,"occasion",13
"60",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"61","its","FM","PP$","its",NA,"its",0,NA,"its",NA,NA,NA,"its",13
"62","proper","ADJD.Pos","JJ","proper",NA,"proper",0,NA,"proper",NA,NA,NA,"proper",13
"63","pronunciation","FM","NN","pronunciation",NA,"pronunciation",0,NA,"pronunciation",NA,NA,NA,"pronunciation",13
"64",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",13
"65","As","FM","RB","As",NA,"As",0,NA,"As",NA,NA,NA,"As",13
"66","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"67","Foreigners","N.Name.Gen.Sg.*","NNS","Foreigners",NA,"Foreigners",0,NA,"Foreigners",NA,NA,NA,"Foreigners",13
"68",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"69","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",13
"70","ſhould","FM","VVP","should",NA,"should",0,NA,"should",NA,NA,NA,"should",13
"71","firſt","FM","NN","first","first","first",0,NA,"first",NA,NA,NA,"first",13
"72","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"73","taught","FM","VVN","taught",NA,"taught",0,NA,"taught",NA,NA,NA,"taught",13
"74","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"75","vowels","FM","NNS","vowels",NA,"vowels",1,"vowels",NA,NA,"vowels",NA,"vowels",13
"76",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"77","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"78","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"79","Engliſh","FM","NN","English",NA,"English",0,NA,"English",NA,NA,NA,"English",13
"80","manner","FM","NN","manner",NA,"manner",0,NA,"manner",NA,NA,NA,"manner",13
"81",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"82","whuch","FM","NN","whuch",NA,"whuch",1,"whuch",NA,NA,NA,NA,NA,13
"83","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",13
"84","very","ADV","RB","very",NA,"very",0,NA,"very",NA,NA,NA,"very",13
"85","different","FM","JJ","different","different","different",0,NA,"different",NA,NA,NA,"different",13
"86","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",13
"87","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"88","manper","FM","NN","manper",NA,"manper",1,"manper",NA,NA,NA,NA,NA,13
"89","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"90","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",13
"91","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",13
"92","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",13
"93","pronounced","FM","VVN","pronounced",NA,"pronounced",0,NA,"pronounced",NA,NA,NA,"pronounced",13
"94","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",13
"95","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",13
"96","nations","FM","NNS","nations",NA,"nations",0,NA,"nations",NA,NA,NA,"nations",13
"97",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"98","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",13
"99","then","FM","RB","then",NA,"then",0,NA,"then",NA,NA,NA,"then",13
"100","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",13
"101","ſhould","FM","NN","should",NA,"should",0,NA,"should",NA,NA,NA,"should",13
"102","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"103","ſhewn","N.Name.*.*.*","VVN","shewn",NA,"shewn",1,"shewn",NA,NA,NA,NA,NA,13
"104","their","N.Name.*.*.*","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",13
"105","changes","ADJA.Pos.Acc.Sg.Neut","NNS","changes",NA,"changes",0,NA,"changes",NA,NA,NA,"changes",13
"106","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"107","compoſition","N.Reg.Dat.Sg.Fem","NN","composition",NA,"composition",0,NA,"composition",NA,NA,NA,"composition",13
"108",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",13
"109","Above","N.Reg.Nom.Sg.Fem","IN","Above",NA,"Above",0,NA,"Above",NA,NA,NA,"Above",13
"110","all","FM","DT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",13
"111","things","FM","NNS","things",NA,"things",0,NA,"things",NA,NA,NA,"things",13
"112",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"113","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",13
"114","ſhould","FM","NN","should",NA,"should",0,NA,"should",NA,NA,NA,"should",13
"115","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"116","well","ADV","RB","well",NA,"well",0,NA,"well",NA,NA,NA,"well",13
"117","grounded","FM","VVN","grounded",NA,"grounded",0,NA,"grounded",NA,NA,NA,"grounded",13
"118","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"119","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"120","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,13
"121","orthography","FM","NN","orthography",NA,"orthography",0,NA,"orthography",NA,NA,NA,"orthography",13
"122",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"123","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",13
"124","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",13
"125","purpoſe","FM","NNS","purpose",NA,"purpose",0,NA,"purpose",NA,NA,NA,"purpose",13
"126",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"127","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",13
"128","fhould","FM","NN","fhould","fhould","fhould",1,"fhould",NA,NA,NA,NA,NA,13
"129","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"130","conſtantly","FM","RB","constantly",NA,"constantly",0,NA,"constantly",NA,NA,NA,"constantly",13
"131","employed","FM","VVN","employed",NA,"employed",0,NA,"employed",NA,NA,NA,"employed",13
"132","mn","FM","NNS","mn",NA,"mn",1,"mn",NA,NA,"mn",NA,"mn",13
"133","ſpelling","N.Reg.Nom.Sg.Fem","VVG","spelling",NA,"spelling",0,NA,"spelling",NA,NA,NA,"spelling",13
"134","words","FM","NNS","words",NA,"words",0,NA,"words",NA,NA,NA,"words",13
"135",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"136","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",13
"137","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",13
"138","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"139","five","FM","CD","five","five","five",0,NA,"five",NA,NA,NA,"five",13
"140","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",13
"141","ſix","FM","NN","six",NA,"six",0,NA,"six",NA,NA,NA,"six",13
"142","ſllables","FM","NNS","sllables",NA,"sllables",1,"sllables",NA,NA,"sllables",NA,"sllables",13
"143",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"144","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",13
"145","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"146","reading","FM","VVG","reading",NA,"reading",0,NA,"reading",NA,NA,NA,"reading",13
"147","lome","FM","NN","lome",NA,"lome",0,NA,"lome",NA,NA,NA,"lome",13
"148","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"149","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",13
"150","beſt","FM","NN","best",NA,"best",0,NA,"best",NA,NA,NA,"best",13
"151","authors","FM","NNS","authors",NA,"authors",1,"authors",NA,NA,"authors",NA,"authors",13
"152",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"153","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",13
"154","even","FM","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",13
"155","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"156","news","FM","NN","news",NA,"news",0,NA,"news",NA,NA,NA,"news",13
"157","papers","FM","NNS","papers",NA,"papers",0,NA,"papers",NA,NA,NA,"papers",13
"158",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"159","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"160","teacher","ADJD.Comp","NN","teacher",NA,"teacher",0,NA,"teacher",NA,NA,NA,"teacher",13
"161","all","FM","RB","all",NA,"all",0,NA,"all",NA,NA,NA,"all",13
"162","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"163","time","VFIN.Full.3.Sg.Pres.Subj","NN","time",NA,"time",0,NA,"time",NA,NA,NA,"time",13
"164","diligently","FM","RB","diligently",NA,"diligently",0,NA,"diligently",NA,NA,NA,"diligently",13
"165","attending","FM","VVG","attending",NA,"attending",0,NA,"attending",NA,NA,NA,"attending",13
"166","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",13
"167","correcting","FM","VVG","correcting",NA,"correcting",0,NA,"correcting",NA,NA,NA,"correcting",13
"168","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",13
"169","vicious","FM","JJ","vicious",NA,"vicious",0,NA,"vicious",NA,NA,NA,"vicious",13
"170","pronunciation","FM","NN","pronunciation",NA,"pronunciation",0,NA,"pronunciation",NA,NA,NA,"pronunciation",13
"171",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"172","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",13
"173","laying","FM","VVG","laying",NA,"laying",0,NA,"laying",NA,NA,NA,"laying",13
"174","down","FM","RP","down",NA,"down",0,NA,"down",NA,NA,NA,"down",13
"175","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"176","rules","FM","NNS","rules",NA,"rules",0,NA,"rules",NA,NA,NA,"rules",13
"177","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",13
"178","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",13
"179","correction","FM","NN","correction",NA,"correction",0,NA,"correction",NA,NA,NA,"correction",13
"180",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",13
"181","Nor","FM","CC","Nor",NA,"Nor",0,NA,"Nor",NA,NA,NA,"Nor",13
"182","fhould","FM","NN","fhould","fhould","fhould",1,"fhould",NA,NA,NA,NA,NA,13
"183","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"184","right","FM","NN","right",NA,"right",0,NA,"right",NA,NA,NA,"right",13
"185","placing","FM","VVG","placing",NA,"placing",0,NA,"placing",NA,NA,NA,"placing",13
"186","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"187","accent","FM","NN","accent",NA,"accent",0,NA,"accent",NA,NA,NA,"accent",13
"188","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"189","ever","ADV","RB","ever",NA,"ever",0,NA,"ever",NA,NA,NA,"ever",13
"190","omitted","FM","VVN","omitted",NA,"omitted",0,NA,"omitted",NA,NA,NA,"omitted",13
"191",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",13
"192","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",13
"193","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",13
"194","purpole","FM","NN","purpole",NA,"purpole",1,"purpole",NA,NA,NA,NA,NA,13
"195","care","FM","NN","care",NA,"care",0,NA,"care",NA,NA,NA,"care",13
"196","fhould","FM","NN","fhould","fhould","fhould",1,"fhould",NA,NA,NA,NA,NA,13
"197","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"198","taken","FM","VVN","taken",NA,"taken",0,NA,"taken",NA,NA,NA,"taken",13
"199","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"200","refer","FM","VV","refer","refer","refer",0,NA,"refer",NA,NA,NA,"refer",13
"201","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"202","learner","FM","NN","learner",NA,"learner",0,NA,"learner",NA,NA,NA,"learner",13
"203","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"204","that","PRO.Dem.Subst.-.Nom.Sg.Neut","DT","that",NA,"that",0,NA,"that",NA,NA,NA,"that",13
"205","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",13
"206","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"207","Grammar","N.Name.Nom.Sg.*","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",13
"208",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"209","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"210","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",13
"211","pronunciation","FM","NN","pronunciation",NA,"pronunciation",0,NA,"pronunciation",NA,NA,NA,"pronunciation",13
"212","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",13
"213","chiefly","FM","RB","chiefly","chiefly","chiefly",0,NA,"chiefly",NA,NA,NA,"chiefly",13
"214","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"215","object","FM","NN","object",NA,"object",0,NA,"object",NA,NA,NA,"object",13
"216",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"217","ſo","FM","VVG","so",NA,"so",0,NA,"so",NA,NA,NA,"so",13
"218","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",13
"219","he","FM","PP","he",NA,"he",0,NA,"he",NA,NA,NA,"he",13
"220","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",13
"221","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"222","able","FM","JJ","able",NA,"able",0,NA,"able",NA,NA,NA,"able",13
"223","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"224","judge","FM","VV","judge",NA,"judge",0,NA,"judge",NA,NA,NA,"judge",13
"225","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",13
"226","himſelf","FM","NN","himself","himself","himself",0,NA,"himself",NA,NA,NA,"himself",13
"227","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"228","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"229","propriety","FM","NN","propriety",NA,"propriety",0,NA,"propriety",NA,NA,NA,"propriety",13
"230","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"231","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",13
"232","accent","FM","NN","accent",NA,"accent",0,NA,"accent",NA,NA,NA,"accent",13
"233",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"234","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",13
"235","might","FM","MD","might",NA,"might",0,NA,"might",NA,NA,NA,"might",13
"236","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"237","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"238","inattentive","FM","JJ","inattentive",NA,"inattentive",0,NA,"inattentive",NA,NA,NA,"inattentive",13
"239","appear","FM","VVP","appear",NA,"appear",0,NA,"appear",NA,NA,NA,"appear",13
"240","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"241","refult","VFIN.Full.3.Sg.Pres.Ind","NN","refult","refult","refult",1,"refult",NA,NA,NA,NA,NA,13
"242","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"243","accident","FM","NN","accident",NA,"accident",0,NA,"accident",NA,NA,NA,"accident",13
"244","only","FM","RB","only",NA,"only",0,NA,"only",NA,NA,NA,"only",13
"245",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",13
"246","And","FM","CC","And",NA,"And",0,NA,"And",NA,NA,NA,"And",13
"247","here","FM","RB","here",NA,"here",0,NA,"here",NA,NA,NA,"here",13
"248",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"249","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",13
"250",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"251","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
"252","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",13
"253","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",13
"254",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"255","while","FM","IN","while",NA,"while",0,NA,"while",NA,NA,NA,"while",13
"256","he","FM","PP","he",NA,"he",0,NA,"he",NA,NA,NA,"he",13
"257","ſeeks","FM","VVZ","seeks",NA,"seeks",1,"seeks",NA,NA,NA,NA,NA,13
"258","after","FM","IN","after","after","after",0,NA,"after",NA,NA,NA,"after",13
"259","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"260","drynefs","FM","NNS","drynefs","drynefs","drynefs",1,"drynefs",NA,NA,"drynefs",NA,"drynefs",13
"261","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"262","precept","FM","NN","precept",NA,"precept",0,NA,"precept",NA,NA,NA,"precept",13
"263",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"264","he","FM","PP","he",NA,"he",0,NA,"he",NA,NA,NA,"he",13
"265","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",13
"266","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",13
"267","agreeably","FM","RB","agreeably",NA,"agreeably",0,NA,"agreeably",NA,NA,NA,"agreeably",13
"268","furprized","FM","VVN","furprized","furprized","furprized",1,"furprized",NA,NA,NA,NA,NA,13
"269","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",13
"270","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",13
"271","fallies","FM","NNS","fallies","fallies","fallies",1,"fallies",NA,NA,"fallies",NA,"fallies",13
"272","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"273","imagiation","FM","NN","imagiation",NA,"imagiation",1,"imagiation",NA,NA,NA,NA,NA,13
"274",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"275","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",13
"276","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",13
"277","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",13
"278","taken","FM","VVN","taken",NA,"taken",0,NA,"taken",NA,NA,NA,"taken",13
"279","care","FM","NN","care",NA,"care",0,NA,"care",NA,NA,NA,"care",13
"280","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",13
"281","proper","ADJD.Pos","JJ","proper",NA,"proper",0,NA,"proper",NA,NA,NA,"proper",13
"282","intervals","FM","NNS","intervals",NA,"intervals",0,NA,"intervals",NA,NA,NA,"intervals",13
"283","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",13
"284","inſert","FM","VV","insert",NA,"insert",0,NA,"insert",NA,NA,NA,"insert",13
"285","pleafant","FM","JJ","pleafant","pleafant","pleafant",1,"pleafant",NA,NA,NA,NA,NA,13
"286","leflons","FM","NNS","leflons","leflons","leflons",1,"leflons",NA,NA,"leflons",NA,"leflons",13
"287",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",13
"288","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",13
"289","like","FM","VVP","like",NA,"like",0,NA,"like",NA,NA,NA,"like",13
"290","ſpots","FM","NNS","spots",NA,"spots",0,NA,"spots",NA,NA,NA,"spots",13
"291","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",13
"292","verdure","FM","NN","verdure",NA,"verdure",0,NA,"verdure",NA,NA,NA,"verdure",13
"293","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",13
"294","2","CARD","CD","2",NA,"2",0,NA,"2",NA,NA,NA,"2",13
"295","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",13
