"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"52","declenſions","FM","NNS","declensions",NA,"declensions",1,"declensions",NA,NA,"declensions",NA,"declensions",9
"53","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"54","Articles","FM","NNS","Articles",NA,"Articles",0,NA,"Articles",NA,NA,NA,"Articles",9
"55",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"56","Nouns","FM","NNS","Nouns",NA,"Nouns",0,NA,"Nouns",NA,NA,NA,"Nouns",9
"57",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"58","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",9
"59","Pronouns","FM","NNS","Pronouns",NA,"Pronouns",1,"Pronouns",NA,NA,"Pronouns",NA,"Pronouns",9
"60",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"61","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",9
"62","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"63","conjugation","FM","NN","conjugation",NA,"conjugation",0,NA,"conjugation",NA,NA,NA,"conjugation",9
"64","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"65","all","FM","DT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",9
"66","ſorts","FM","NNS","sorts",NA,"sorts",0,NA,"sorts",NA,NA,NA,"sorts",9
"67","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"68","Verbs","N.Reg.Gen.Sg.Neut","NNS","Verbs",NA,"Verbs",1,"Verbs",NA,NA,"Verbs",NA,"Verbs",9
"69",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"70","both","FM","CC","both",NA,"both",0,NA,"both",NA,NA,NA,"both",9
"71","regular","FM","JJ","regular",NA,"regular",0,NA,"regular",NA,NA,NA,"regular",9
"72","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",9
"73","irregular","FM","JJ","irregular",NA,"irregular",0,NA,"irregular",NA,NA,NA,"irregular",9
"74",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"75","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",9
"76","full","FM","JJ","full","full","full",0,NA,"full",NA,NA,NA,"full",9
"77","length","FM","NN","length",NA,"length",0,NA,"length",NA,NA,NA,"length",9
"78",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",9
"79","At","FM","IN","At",NA,"At",0,NA,"At",NA,NA,NA,"At",9
"80","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"81","end","FM","NN","end",NA,"end",0,NA,"end",NA,NA,NA,"end",9
"82","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"83","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",9
"84","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",9
"85","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"86","ſpeech","FM","NN","speech",NA,"speech",0,NA,"speech",NA,NA,NA,"speech",9
"87","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",9
"88","iſerted","FM","JJ","iserted",NA,"iserted",1,"iserted",NA,NA,NA,NA,NA,9
"89","ſeveral","FM","JJ","several",NA,"several",0,NA,"several",NA,NA,NA,"several",9
"90","ſhort","FM","NN","short",NA,"short",0,NA,"short",NA,NA,NA,"short",9
"91","praxes","FM","NNS","praxes",NA,"praxes",1,"praxes",NA,NA,"praxes",NA,"praxes",9
"92","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",9
"93","icientifical","FM","JJ","icientifical","icientifical","icientifical",1,"icientifical",NA,NA,NA,NA,NA,9
"94","remarks","FM","NNS","remarks",NA,"remarks",1,"remarks",NA,NA,"remarks",NA,"remarks",9
"95",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"96","calculated","FM","VVN","calculated",NA,"calculated",0,NA,"calculated",NA,NA,NA,"calculated",9
"97","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",9
"98","thoſe","FM","NNS","those",NA,"those",0,NA,"those",NA,NA,NA,"those",9
"99","who","FM","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",9
"100","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",9
"101","made","FM","VVN","made",NA,"made",0,NA,"made",NA,NA,NA,"made",9
"102","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",9
"103","deeper","FM","JJR","deeper",NA,"deeper",0,NA,"deeper",NA,NA,NA,"deeper",9
"104","progrefs","FM","NNS","progrefs","progrefs","progrefs",1,"progrefs",NA,NA,"progrefs",NA,"progrefs",9
"105","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",9
"106","grammatical","FM","JJ","grammatical",NA,"grammatical",0,NA,"grammatical",NA,NA,NA,"grammatical",9
"107","diſquiſitions","FM","NNS","disquisitions",NA,"disquisitions",1,"disquisitions",NA,NA,"disquisitions",NA,"disquisitions",9
"108",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",9
"109","Nor","FM","CC","Nor",NA,"Nor",0,NA,"Nor",NA,NA,NA,"Nor",9
"110","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",9
"111","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",9
"112","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",9
"113","leſs","FM","NNS","less",NA,"less",0,NA,"less",NA,NA,NA,"less",9
"114","afliduous","FM","JJ","afliduous","afliduous","afliduous",1,"afliduous",NA,NA,NA,NA,NA,9
"115","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",9
"116","directing","FM","VVG","directing",NA,"directing",0,NA,"directing",NA,NA,NA,"directing",9
"117","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"118","proper","ADJD.Pos","JJ","proper",NA,"proper",0,NA,"proper",NA,NA,NA,"proper",9
"119","manner","FM","NN","manner",NA,"manner",0,NA,"manner",NA,NA,NA,"manner",9
"120","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"121","pronouncing","FM","VVG","pronouncing",NA,"pronouncing",0,NA,"pronouncing",NA,NA,NA,"pronouncing",9
"122","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",9
"123","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",9
"124",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"125","than","ADJD.Pos","IN","than",NA,"than",0,NA,"than",NA,NA,NA,"than",9
"126","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",9
"127","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"128","art","FM","NN","art",NA,"art",0,NA,"art",NA,NA,NA,"art",9
"129","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"130","compofition","FM","NN","compofition","compofition","compofition",1,"compofition",NA,NA,NA,NA,NA,9
"131",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",9
"132","In","FM","IN","In",NA,"In",0,NA,"In",NA,NA,NA,"In",9
"133","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",9
"134","reſpect","FM","NN","respect",NA,"respect",0,NA,"respect",NA,NA,NA,"respect",9
"135",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"136","almoſt","FM","NN","almost",NA,"almost",0,NA,"almost",NA,NA,NA,"almost",9
"137","all","FM","DT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",9
"138","Foreigners","N.Name.Gen.Sg.*","NNS","Foreigners",NA,"Foreigners",0,NA,"Foreigners",NA,NA,NA,"Foreigners",9
"139","find","FM","VVP","find","find","find",0,NA,"find",NA,NA,NA,"find",9
"140","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"141","greateſt","FM","NN","greatest",NA,"greatest",0,NA,"greatest",NA,NA,NA,"greatest",9
"142","difficulty","FM","NN","difficulty","difficulty","difficulty",0,NA,"difficulty",NA,NA,NA,"difficulty",9
"143",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"144","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",9
"145","demand","FM","VV","demand",NA,"demand",0,NA,"demand",NA,NA,NA,"demand",9
"146","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"147","moft","VFIN.Full.3.Sg.Pres.Ind","NN","moft","moft","moft",1,"moft",NA,NA,NA,NA,NA,9
"148","able","FM","JJ","able",NA,"able",0,NA,"able",NA,NA,NA,"able",9
"149","inſtructor","FM","NN","instructor",NA,"instructor",0,NA,"instructor",NA,NA,NA,"instructor",9
"150",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",9
"151","To","FM","TO","To",NA,"To",0,NA,"To",NA,NA,NA,"To",9
"152","pronounce","FM","VV","pronounce",NA,"pronounce",0,NA,"pronounce",NA,NA,NA,"pronounce",9
"153","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",9
"154","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",9
"155","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",9
"156","propriety","FM","NN","propriety",NA,"propriety",0,NA,"propriety",NA,NA,NA,"propriety",9
"157",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"158","untinctured","FM","VVN","untinctured",NA,"untinctured",0,NA,"untinctured",NA,NA,NA,"untinctured",9
"159","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",9
"160","provincial","FM","JJ","provincial",NA,"provincial",0,NA,"provincial",NA,NA,NA,"provincial",9
"161","accent","FM","NN","accent",NA,"accent",0,NA,"accent",NA,NA,NA,"accent",9
"162",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"163","foils","FM","VVZ","foils","foils","foils",0,NA,"foils",NA,NA,NA,"foils",9
"164","even","FM","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",9
"165","ſeveral","FM","JJ","several",NA,"several",0,NA,"several",NA,NA,NA,"several",9
"166","Natives","N.Reg.Nom.Sg.Neut","NNS","Natives",NA,"Natives",0,NA,"Natives",NA,NA,NA,"Natives",9
"167","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"168","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",9
"169","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",9
"170","empire","FM","NN","empire",NA,"empire",0,NA,"empire",NA,NA,NA,"empire",9
"171",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",9
"172","thoſe","FM","NNS","those",NA,"those",0,NA,"those",NA,NA,NA,"those",9
"173","therefore","FM","RB","therefore","therefore","therefore",0,NA,"therefore",NA,NA,NA,"therefore",9
"174",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"175","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",9
"176","flatter","VIMP.Full.2.Sg","VVP","flatter","flatter","flatter",0,NA,"flatter",NA,NA,NA,"flatter",9
"177","myſelf","FM","NN","myself","myself","myself",0,NA,"myself",NA,NA,NA,"myself",9
"178",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"179","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",9
"180","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",9
"181","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",9
"182","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",9
"183","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",9
"184","ſome","FM","NN","some",NA,"some",0,NA,"some",NA,NA,NA,"some",9
"185","meafure","FM","NN","meafure","meafure","meafure",1,"meafure",NA,NA,NA,NA,NA,9
"186","remedy","FM","VV","remedy",NA,"remedy",0,NA,"remedy",NA,NA,NA,"remedy",9
"187","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"188","defect","FM","NN","defect","defect","defect",0,NA,"defect",NA,NA,NA,"defect",9
"189",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",9
"190","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",9
"191","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",9
"192","taken","FM","VVN","taken",NA,"taken",0,NA,"taken",NA,NA,NA,"taken",9
"193","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"194","utmoſt","FM","JJ","utmost",NA,"utmost",0,NA,"utmost",NA,NA,NA,"utmost",9
"195","care","FM","NN","care",NA,"care",0,NA,"care",NA,NA,NA,"care",9
"196","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",9
"197","ſettle","FM","VV","settle",NA,"settle",0,NA,"settle",NA,NA,NA,"settle",9
"198","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",9
"199","mark","FM","VV","mark",NA,"mark",0,NA,"mark",NA,NA,NA,"mark",9
"200","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"201","accents","FM","NNS","accents",NA,"accents",0,NA,"accents",NA,NA,NA,"accents",9
"202","upon","FM","IN","upon",NA,"upon",0,NA,"upon",NA,NA,NA,"upon",9
"203","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",9
"204","word","FM","NN","word",NA,"word",0,NA,"word",NA,NA,NA,"word",9
"205",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"206","ſo","FM","VVG","so",NA,"so",0,NA,"so",NA,NA,NA,"so",9
"207","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",9
"208","its","FM","PP$","its",NA,"its",0,NA,"its",NA,NA,NA,"its",9
"209","pronunciation","FM","NN","pronunciation",NA,"pronunciation",0,NA,"pronunciation",NA,NA,NA,"pronunciation",9
"210","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",9
"211","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",9
"212","precifely","FM","RB","precifely","precifely","precifely",1,"precifely",NA,NA,"precifely",NA,"precifely",9
"213","diſtinguifhed","FM","JJ","distinguifhed","distinguifhed","distinguifhed",1,"distinguifhed",NA,NA,NA,NA,NA,9
"214",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"215","except","FM","IN","except",NA,"except",0,NA,"except",NA,NA,NA,"except",9
"216","when","FM","WRB","when",NA,"when",0,NA,"when",NA,NA,NA,"when",9
"217","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"218","irregularity","FM","NN","irregularity",NA,"irregularity",0,NA,"irregularity",NA,NA,NA,"irregularity",9
"219","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",9
"220","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",9
"221","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",9
"222","abſolutely","FM","RB","absolutely",NA,"absolutely",0,NA,"absolutely",NA,NA,NA,"absolutely",9
"223","rendered","FM","VVD","rendered",NA,"rendered",0,NA,"rendered",NA,NA,NA,"rendered",9
"224","juch","FM","NN","juch",NA,"juch",1,"juch",NA,NA,NA,NA,NA,9
"225","an","APPR.An","DT","an",NA,"an",0,NA,"an",NA,NA,NA,"an",9
"226","undertakig","ADJD.Pos","NN","undertakig",NA,"undertakig",1,"undertakig",NA,NA,NA,NA,NA,9
"227","impoffible","FM","NN","impoffible","impoffible","impoffible",1,"impoffible",NA,NA,NA,NA,NA,9
"228",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",9
"229","However","FM","RB","However",NA,"However",0,NA,"However",NA,NA,NA,"However",9
"230",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"231","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"232","redundant","ADJD.Pos","JJ","redundant",NA,"redundant",0,NA,"redundant",NA,NA,NA,"redundant",9
"233","letters","FM","NNS","letters",NA,"letters",0,NA,"letters",NA,NA,NA,"letters",9
"234",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"235","which","VIMP.Full.2.Sg","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",9
"236","we","PRO.Pers.Subst.1.Nom.Pl.*","PP","we",NA,"we",0,NA,"we",NA,NA,NA,"we",9
"237","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",9
"238","well","ADV","RB","well",NA,"well",0,NA,"well",NA,NA,NA,"well",9
"239","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",9
"240","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",9
"241","Prench","N.Name.*.*.*","NN","Prench",NA,"Prench",1,"Prench",NA,NA,NA,NA,NA,9
"242",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"243","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",9
"244","admitted","FM","VVN","admitted",NA,"admitted",0,NA,"admitted",NA,NA,NA,"admitted",9
"245","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",9
"246","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",9
"247","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",9
"248",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",9
"249","letters","FM","NNS","letters",NA,"letters",0,NA,"letters",NA,NA,NA,"letters",9
"250","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",9
"251","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",9
"252","always","FM","RB","always",NA,"always",0,NA,"always",NA,NA,NA,"always",9
"253","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",9
"254","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",9
"255","written","FM","VVN","written",NA,"written",0,NA,"written",NA,NA,NA,"written",9
"256","yet","FM","CC","yet",NA,"yet",0,NA,"yet",NA,NA,NA,"yet",9
"257","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",9
"258","never","FM","RB","never",NA,"never",0,NA,"never",NA,NA,NA,"never",9
"259","pronounced","FM","VVN","pronounced",NA,"pronounced",0,NA,"pronounced",NA,NA,NA,"pronounced",9
"260",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
"261","theſe","N.Reg.Nom.Sg.Fem","NNS","these",NA,"these",0,NA,"these",NA,NA,NA,"these",9
"262",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",9
