"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"122","directing","FM","VVG","directing",NA,"directing",0,NA,"directing",NA,NA,NA,"directing",10
"123","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",10
"124","pronunciation","FM","NN","pronunciation",NA,"pronunciation",0,NA,"pronunciation",NA,NA,NA,"pronunciation",10
"125",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"126","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",10
"127","have","VFIN.Aux.1.Sg.Pres.Ind","VH","have",NA,"have",0,NA,"have",NA,NA,NA,"have",10
"128","alſo","FM","NN","also",NA,"also",0,NA,"also",NA,NA,NA,"also",10
"129","added","FM","VVD","added",NA,"added",0,NA,"added",NA,NA,NA,"added",10
"130","rules","FM","NNS","rules",NA,"rules",0,NA,"rules",NA,NA,NA,"rules",10
"131","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",10
"132","ſuch","FM","NN","such",NA,"such",0,NA,"such",NA,NA,NA,"such",10
"133","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",10
"134","underſtand","FM","NN","understand",NA,"understand",0,NA,"understand",NA,NA,NA,"understand",10
"135","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",10
"136","Latin","N.Name.Dat.Sg.*","NP","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",10
"137",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",10
"138","Italian","N.Name.*.*.*","NP","Italian",NA,"Italian",0,NA,"Italian",NA,NA,NA,"Italian",10
"139",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"140","Prench","N.Name.*.*.*","NP","Prench",NA,"Prench",1,"Prench",NA,NA,NA,NA,NA,10
"141",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"142","Spaniſb","N.Name.*.*.*","NP","Spanisb",NA,"Spanisb",1,"Spanisb",NA,NA,NA,NA,NA,10
"143",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"144","Portugueſe","N.Name.Acc.Sg.Fem","NP","Portuguese",NA,"Portuguese",0,NA,"Portuguese",NA,NA,NA,"Portuguese",10
"145",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"146","Dutch","N.Name.*.*.*","NP","Dutch",NA,"Dutch",0,NA,"Dutch",NA,NA,NA,"Dutch",10
"147",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"148","and","N.Name.*.*.*","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",10
"149","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",10
"150","modern","ADJD.Pos","JJ","modern",NA,"modern",0,NA,"modern",NA,NA,NA,"modern",10
"151","languages","ADJA.Pos.Acc.Sg.Neut","NNS","languages",NA,"languages",1,"languages",NA,NA,"languages",NA,"languages",10
"152",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"153","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",10
"154","order","VIMP.Full.2.Sg","NN","order",NA,"order",0,NA,"order",NA,NA,NA,"order",10
"155","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",10
"156","fhew","FM","VV","fhew","fhew","fhew",1,"fhew",NA,NA,NA,NA,NA,10
"157","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",10
"158","near","FM","JJ","near",NA,"near",0,NA,"near",NA,NA,NA,"near",10
"159","affinity","FM","NN","affinity","affinity","affinity",0,NA,"affinity",NA,NA,NA,"affinity",10
"160","between","FM","IN","between",NA,"between",0,NA,"between",NA,NA,NA,"between",10
"161","theſe","FM","NNS","these",NA,"these",0,NA,"these",NA,NA,NA,"these",10
"162","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",10
"163","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",10
"164","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",10
"165",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",10
"166","The","FM","DT","The",NA,"The",0,NA,"The",NA,NA,NA,"The",10
"167","natural","FM","JJ","natural",NA,"natural",0,NA,"natural",NA,NA,NA,"natural",10
"168","gradation","FM","NN","gradation",NA,"gradation",0,NA,"gradation",NA,NA,NA,"gradation",10
"169","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",10
"170","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",10
"171","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",10
"172","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",10
"173","another","ADJD.Comp","DT","another",NA,"another",0,NA,"another",NA,NA,NA,"another",10
"174","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",10
"175","pomted","FM","VVN","pomted",NA,"pomted",1,"pomted",NA,NA,NA,NA,NA,10
"176","out","FM","RP","out",NA,"out",0,NA,"out",NA,NA,NA,"out",10
"177","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",10
"178","numerous","FM","JJ","numerous",NA,"numerous",0,NA,"numerous",NA,NA,NA,"numerous",10
"179","examples","FM","NNS","examples",NA,"examples",1,"examples",NA,NA,"examples",NA,"examples",10
"180",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"181","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",10
"182","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",10
"183","more","FM","RBR","more",NA,"more",0,NA,"more",NA,NA,NA,"more",10
"184","diftinct","FM","JJ","diftinct","diftinct","diftinct",1,"diftinct",NA,NA,NA,NA,NA,10
"185","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",10
"186","conſpicuous","FM","JJ","conspicuous",NA,"conspicuous",0,NA,"conspicuous",NA,NA,NA,"conspicuous",10
"187","manner","FM","NN","manner",NA,"manner",0,NA,"manner",NA,NA,NA,"manner",10
"188","than","ADJD.Pos","IN","than",NA,"than",0,NA,"than",NA,NA,NA,"than",10
"189","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",10
"190","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",10
"191","thing","FM","NN","thing",NA,"thing",0,NA,"thing",NA,NA,NA,"thing",10
"192","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",10
"193","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",10
"194","kind","FM","NN","kind",NA,"kind",0,NA,"kind",NA,NA,NA,"kind",10
"195","ever","ADV","RB","ever",NA,"ever",0,NA,"ever",NA,NA,NA,"ever",10
"196","yet","FM","RB","yet",NA,"yet",0,NA,"yet",NA,NA,NA,"yet",10
"197","publifhed","FM","JJ","publifhed","publifhed","publifhed",1,"publifhed",NA,NA,NA,NA,NA,10
"198",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",10
"199","ſothat","FM","NN","sothat",NA,"sothat",1,"sothat",NA,NA,NA,NA,NA,10
"200","we","PRO.Pers.Subst.1.Nom.Pl.*","PP","we",NA,"we",0,NA,"we",NA,NA,NA,"we",10
"201","can","VFIN.Mod.*.*.Pres.Ind","MD","can",NA,"can",0,NA,"can",NA,NA,NA,"can",10
"202","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",10
"203","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",10
"204","view","FM","NN","view",NA,"view",0,NA,"view",NA,NA,NA,"view",10
"205","ſee","FM","NN","see",NA,"see",0,NA,"see",NA,NA,NA,"see",10
"206","how","PROADV.Inter","WRB","how",NA,"how",0,NA,"how",NA,NA,NA,"how",10
"207","far","FM","RB","far","far","far",0,NA,"far",NA,NA,NA,"far",10
"208","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",10
"209","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",10
"210","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",10
"211","original","ADJD.Pos","JJ","original",NA,"original",0,NA,"original",NA,NA,NA,"original",10
"212",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"213","and","CONJ.Coord.-","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",10
"214","how","PROADV.Inter","WRB","how",NA,"how",0,NA,"how",NA,NA,NA,"how",10
"215","far","ADJD.Pos","RB","far","far","far",0,NA,"far",NA,NA,NA,"far",10
"216","we","PRO.Pers.Subst.1.Nom.Pl.*","PP","we",NA,"we",0,NA,"we",NA,NA,NA,"we",10
"217","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",10
"218","indebted","FM","JJ","indebted",NA,"indebted",0,NA,"indebted",NA,NA,NA,"indebted",10
"219","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",10
"220","others","FM","NNS","others",NA,"others",0,NA,"others",NA,NA,NA,"others",10
"221","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",10
"222","its","FM","PP$","its",NA,"its",0,NA,"its",NA,NA,NA,"its",10
"223","variety","FM","NN","variety",NA,"variety",0,NA,"variety",NA,NA,NA,"variety",10
"224",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"225","richneſs","FM","NNS","richness",NA,"richness",0,NA,"richness",NA,NA,NA,"richness",10
"226",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"227","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",10
"228","beauty","FM","NN","beauty",NA,"beauty",0,NA,"beauty",NA,NA,NA,"beauty",10
"229",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",10
"230","This","FM","DT","This",NA,"This",0,NA,"This",NA,NA,NA,"This",10
"231","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",10
"232","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",10
"233","my","FM","PP$","my",NA,"my",0,NA,"my",NA,NA,NA,"my",10
"234","undertaking","FM","NN","undertaking",NA,"undertaking",0,NA,"undertaking",NA,NA,NA,"undertaking",10
"235","has","FM","VHZ","has",NA,"has",0,NA,"has",NA,NA,NA,"has",10
"236","never","FM","RB","never",NA,"never",0,NA,"never",NA,NA,NA,"never",10
"237","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",10
"238","attempted","FM","VVN","attempted",NA,"attempted",0,NA,"attempted",NA,NA,NA,"attempted",10
"239","before","FM","IN","before","before","before",0,NA,"before",NA,NA,NA,"before",10
"240","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",10
"241","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",10
"242","author","FM","NN","author",NA,"author",0,NA,"author",NA,NA,NA,"author",10
"243","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",10
"244","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",10
"245","ſame","FM","JJ","same",NA,"same",0,NA,"same",NA,NA,NA,"same",10
"246","manner","FM","NN","manner",NA,"manner",0,NA,"manner",NA,NA,NA,"manner",10
"247",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",10
"248","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",10
"249","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",10
"250",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"251","therefore","FM","RB","therefore","therefore","therefore",0,NA,"therefore",NA,NA,NA,"therefore",10
"252",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"253","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",10
"254","timidity","FM","NN","timidity",NA,"timidity",0,NA,"timidity",NA,NA,NA,"timidity",10
"255","incident","FM","NN","incident",NA,"incident",0,NA,"incident",NA,NA,NA,"incident",10
"256","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",10
"257","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",10
"258","man","FM","NN","man",NA,"man",0,NA,"man",NA,NA,NA,"man",10
"259",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"260","who","FM","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",10
"261","adventures","ADJA.Pos.Acc.Sg.Neut","VVZ","adventures",NA,"adventures",1,"adventures",NA,NA,NA,NA,NA,10
"262","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",10
"263","an","APPR.An","DT","an",NA,"an",0,NA,"an",NA,NA,NA,"an",10
"264","unfrequented","FM","JJ","unfrequented","unfrequented","unfrequented",0,NA,"unfrequented",NA,NA,NA,"unfrequented",10
"265","region","FM","NN","region",NA,"region",0,NA,"region",NA,NA,NA,"region",10
"266",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",10
"267","folicitous","FM","JJ","folicitous","folicitous","folicitous",1,"folicitous",NA,NA,NA,NA,NA,10
"268","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",10
"269","make","FM","VV","make",NA,"make",0,NA,"make",NA,NA,NA,"make",10
"270","new","FM","JJ","new",NA,"new",0,NA,"new",NA,NA,NA,"new",10
"271","diſco","FM","NN","disco",NA,"disco",0,NA,"disco",NA,NA,NA,"disco",10
"272","-","SYM.Pun.Hyph","NN","-",NA,"-",1,"-",NA,NA,NA,"-","-",10
