NN
SYM
NN
DT
SENT
CD
CD
CD
NP
NN
NN
CD
NN
SYM
CD
CD
NN
NN
CD
NP
NN
CD
CD
NN
DT
JJ
NN
SENT
NN
NP
NP
NP
NP
NP
SENT
NP
DT
NNS
IN
VVG
WDT
NN
TO
NP
PP$
NNS
VHP
NNS
SYM
JJ
NN
CD
NP
NP
NP
NN
,
IN
DT
NN
NN
,
IN
JJ
NNS
,
PP$
JJ
NN
NNS
TO
VB
IN/that
RB
PP$
NNS
VHP
VBN
JJ
JJ
CC
JJ
SENT
PP
VVP
RB
NN
IN
JJ
NNS
IN
NP
,
CC
RB
PP$
NN
VBZ
RB
JJ
IN
NNS
IN
JJ
NN
TO
VV
DT
VVN
NN
:
RB
DT
NN
NNS
,
CC
JJ
CC
JJ
IN
DT
NN
PP
NNS
,
VHP
RB
VVN
PP
TO
VB
VVN
IN
NN
,
CC
NN
SENT
IN
NP
VVG
IN
JJ
NNS
,
PP
VHP
RB
VVN
PP$
JJ
NNS
TO
VV
IN
NN
SENT
PP
NN
VB
VVN
,
RB
,
IN/that
JJ
NNS
VHP
VBN
IN
JJ
NN
VVN
IN
VVG
RP
JJ
NNS
IN
DT
NN
NN
,
VVD
,
RB
,
IN
DT
NN
CD
NN
