"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"57","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",258
"58","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",258
"59","regards","FM","VVZ","regards",NA,"regards",0,NA,"regards",NA,NA,NA,"regards",258
"60","Pronunciation","FM","NN","Pronunciation",NA,"Pronunciation",0,NA,"Pronunciation",NA,NA,NA,"Pronunciation",258
"61",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"62","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",258
"63","all","FM","PDT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",258
"64","its","FM","PP$","its",NA,"its",0,NA,"its",NA,NA,NA,"its",258
"65","Variety","FM","NN","Variety",NA,"Variety",0,NA,"Variety",NA,NA,NA,"Variety",258
"66",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"67","according","FM","VVG","according",NA,"according",0,NA,"according",NA,NA,NA,"according",258
"68","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",258
"69","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"70","true","FM","JJ","true",NA,"true",0,NA,"true",NA,NA,NA,"true",258
"71","Genius","N.Reg.Nom.Sg.Masc","NN","Genius",NA,"Genius",0,NA,"Genius",NA,NA,NA,"Genius",258
"72","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"73","Idiom","N.Reg.Nom.Sg.Neut","NN","Idiom",NA,"Idiom",0,NA,"Idiom",NA,NA,NA,"Idiom",258
"74","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"75","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"76","Exciisn","FM","NP","Exciisn",NA,"Exciisn",1,"Exciisn",NA,NA,NA,NA,NA,258
"77","Language","FM","NP","Language",NA,"Language",0,NA,"Language",NA,NA,NA,"Language",258
"78",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"79","II","CARD","NP","II",NA,"II",1,"II",NA,NA,NA,NA,NA,258
"80",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"81","The","N.Name.*.*.*","DT","The",NA,"The",0,NA,"The",NA,NA,NA,"The",258
"82","eight","VFIN.Full.3.Sg.Pres.Ind","CD","eight",NA,"eight",0,NA,"eight",NA,NA,NA,"eight",258
"83","Parts","N.Reg.Nom.Pl.Masc","NNS","Parts",NA,"Parts",0,NA,"Parts",NA,NA,NA,"Parts",258
"84","of","N.Name.*.*.*","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"85","Speech","N.Name.Nom.Sg.*","NN","Speech",NA,"Speech",0,NA,"Speech",NA,NA,NA,"Speech",258
"86","diſtinetly","N.Name.*.*.*","RB","distinetly",NA,"distinetly",1,"distinetly",NA,NA,"distinetly",NA,"distinetly",258
"87","conſidered","N.Name.*.*.*","JJ","considered",NA,"considered",0,NA,"considered",NA,NA,NA,"considered",258
"88",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"89","with","N.Name.*.*.*","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",258
"90","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"91","Declenſion","N.Name.*.*.*","NP","Declension",NA,"Declension",0,NA,"Declension",NA,NA,NA,"Declension",258
"92","of","N.Name.*.*.*","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"93","Articles","N.Name.*.*.*","NPS","Articles",NA,"Articles",0,NA,"Articles",NA,NA,NA,"Articles",258
"94",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"95","]","SYM.Paren.Right","SYM","]",NA,"]",1,"]",NA,NA,NA,NA,NA,258
"96","Nouns","FM","NNS","Nouns",NA,"Nouns",0,NA,"Nouns",NA,NA,NA,"Nouns",258
"97",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"98","Pronouns","FM","NNS","Pronouns",NA,"Pronouns",1,"Pronouns",NA,NA,"Pronouns",NA,"Pronouns",258
"99",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"100","&","FM","CC","&",NA,"&",0,NA,"&",NA,NA,NA,"&",258
"101","c","FM","LS","c",NA,"c",0,NA,"c",NA,NA,NA,"c",258
"102",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"103","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"104","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"105","Conjugation","FM","NN","Conjugation",NA,"Conjugation",0,NA,"Conjugation",NA,NA,NA,"Conjugation",258
"106","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"107","Verbs","N.Reg.Gen.Sg.Neut","NNS","Verbs",NA,"Verbs",1,"Verbs",NA,NA,"Verbs",NA,"Verbs",258
"108",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"109","both","FM","CC","both",NA,"both",0,NA,"both",NA,NA,NA,"both",258
"110","regular","FM","JJ","regular",NA,"regular",0,NA,"regular",NA,NA,NA,"regular",258
"111","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"112","irregular","FM","JJ","irregular",NA,"irregular",0,NA,"irregular",NA,NA,NA,"irregular",258
"113",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"114","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",258
"115","full","FM","JJ","full","full","full",0,NA,"full",NA,NA,NA,"full",258
"116","length","FM","NN","length",NA,"length",0,NA,"length",NA,NA,NA,"length",258
"117",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",258
"118","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",258
"119","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",258
"120","means","FM","VVZ","means",NA,"means",0,NA,"means",NA,NA,NA,"means",258
"121",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"122","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",258
"123","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",258
"124","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",258
"125","learn","FM","VV","learn",NA,"learn",0,NA,"learn",NA,NA,NA,"learn",258
"126","ENcLisn","FM","NP","ENcLisn",NA,"ENcLisn",1,"ENcLisn",NA,NA,NA,NA,NA,258
"127","grammatically","FM","RB","grammatically",NA,"grammatically",0,NA,"grammatically",NA,NA,NA,"grammatically",258
"128",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"129","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",258
"130","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"131","ſame","FM","JJ","same",NA,"same",0,NA,"same",NA,NA,NA,"same",258
"132","eaſy","FM","NN","easy",NA,"easy",0,NA,"easy",NA,NA,NA,"easy",258
"133",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"134","familiar","FM","JJ","familiar","familiar","familiar",0,NA,"familiar",NA,NA,NA,"familiar",258
"135",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"136","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"137","regular","FM","JJ","regular",NA,"regular",0,NA,"regular",NA,NA,NA,"regular",258
"138","Manner","N.Reg.Nom.Pl.Masc","NP","Manner",NA,"Manner",0,NA,"Manner",NA,NA,NA,"Manner",258
"139","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",258
"140","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"141","FnEwch","N.Name.*.*.*","NP","FnEwch",NA,"FnEwch",1,"FnEwch",NA,NA,NA,NA,NA,258
"142","and","N.Name.*.*.*","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"143","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",258
"144","Modern","N.Name.*.*.*","NP","Modern",NA,"Modern",0,NA,"Modern",NA,NA,NA,"Modern",258
"145","Languages","N.Name.Dat.Pl.*","NNS","Languages",NA,"Languages",1,"Languages",NA,NA,"Languages",NA,"Languages",258
"146",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"147","The","N.Name.*.*.*","DT","The",NA,"The",0,NA,"The",NA,NA,NA,"The",258
"148","Whole","N.Name.*.*.*","JJ","Whole",NA,"Whole",0,NA,"Whole",NA,NA,NA,"Whole",258
"149","interſperſed","N.Name.*.*.*","NN","interspersed",NA,"interspersed",0,NA,"interspersed",NA,NA,NA,"interspersed",258
"150","with","N.Name.*.*.*","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",258
"151","Several","N.Name.*.*.*","JJ","Several",NA,"Several",0,NA,"Several",NA,NA,NA,"Several",258
"152","fhort","VPP.Full.Psp","NN","fhort","fhort","fhort",1,"fhort",NA,NA,NA,NA,NA,258
"153","PRAxEs","FM","NNS","PRAxEs",NA,"PRAxEs",1,"PRAxEs",NA,NA,"PRAxEs",NA,"PRAxEs",258
"154","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"155","REMAkks","FM","NNS","REMAkks",NA,"REMAkks",1,"REMAkks",NA,NA,"REMAkks",NA,"REMAkks",258
"156","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",258
"157","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"158","End","N.Name.*.*.*","NN","End",NA,"End",0,NA,"End",NA,NA,NA,"End",258
"159","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"160","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",258
"161","Part","N.Reg.Acc.Sg.Masc","NN","Part",NA,"Part",0,NA,"Part",NA,NA,NA,"Part",258
"162","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"163","SPEEcu","FM","NP","SPEEcu",NA,"SPEEcu",1,"SPEEcu",NA,NA,NA,NA,NA,258
"164",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"165","To","FM","TO","To",NA,"To",0,NA,"To",NA,NA,NA,"To",258
"166","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",258
"167","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",258
"168","added","FM","VVN","added",NA,"added",0,NA,"added",NA,NA,NA,"added",258
"169",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"170","Siurtan","N.Name.Nom.Sg.Masc","NP","Siurtan",NA,"Siurtan",1,"Siurtan",NA,NA,NA,NA,NA,258
"171","Couranisoxs","N.Name.Gen.Sg.Masc","NP","Couranisoxs",NA,"Couranisoxs",1,"Couranisoxs",NA,NA,NA,NA,NA,258
"172","of","N.Name.*.*.*","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"173","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"174","Old","N.Name.*.*.*","JJ","Old",NA,"Old",0,NA,"Old",NA,NA,NA,"Old",258
"175","Engliſt","N.Name.*.*.*","NN","Englist",NA,"Englist",1,"Englist",NA,NA,NA,NA,NA,258
"176",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"177","Scotch","N.Reg.Nom.Sg.Masc","JJ","Scotch",NA,"Scotch",0,NA,"Scotch",NA,NA,NA,"Scotch",258
"178",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"179","and","N.Name.*.*.*","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"180","Welſh","N.Name.*.*.*","NP","Welsh",NA,"Welsh",0,NA,"Welsh",NA,NA,NA,"Welsh",258
"181","Tongues","N.Name.Nom.Sg.Masc","NNS","Tongues",NA,"Tongues",0,NA,"Tongues",NA,NA,NA,"Tongues",258
"182",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"183","with","N.Name.*.*.*","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",258
"184","the","N.Name.*.*.*","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"185","Modern","N.Name.*.*.*","NP","Modern",NA,"Modern",0,NA,"Modern",NA,NA,NA,"Modern",258
"186","ENcLisn","N.Name.*.*.*","NP","ENcLisn",NA,"ENcLisn",1,"ENcLisn",NA,NA,NA,NA,NA,258
"187",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",258
"188","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",258
"189","alſo","N.Name.*.*.*","NN","also",NA,"also",0,NA,"also",NA,NA,NA,"also",258
"190",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"191","ExANPLEs","N.Name.*.*.*","NNS","ExANPLEs",NA,"ExANPLEs",1,"ExANPLEs",NA,NA,"ExANPLEs",NA,"ExANPLEs",258
"192","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",258
"193","thoſe","N.Name.*.*.*","NNS","those",NA,"those",0,NA,"those",NA,NA,NA,"those",258
"194","who","N.Name.*.*.*","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",258
"195","underſtand","N.Name.*.*.*","VVP","understand",NA,"understand",0,NA,"understand",NA,NA,NA,"understand",258
"196","Latin","N.Name.Dat.Sg.*","NP","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",258
"197",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"198","Italian","N.Name.*.*.*","NP","Italian",NA,"Italian",0,NA,"Italian",NA,NA,NA,"Italian",258
"199",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"200","French","N.Name.Nom.Sg.Masc","NP","French",NA,"French",0,NA,"French",NA,NA,NA,"French",258
"201",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"202","Spaniſb","N.Name.*.*.*","NP","Spanisb",NA,"Spanisb",1,"Spanisb",NA,NA,NA,NA,NA,258
"203",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"204","Portugueſe","N.Name.Acc.Sg.Fem","NP","Portuguese",NA,"Portuguese",0,NA,"Portuguese",NA,NA,NA,"Portuguese",258
"205",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"206","&","FM","CC","&",NA,"&",0,NA,"&",NA,NA,NA,"&",258
"207","c","FM","LS","c",NA,"c",0,NA,"c",NA,NA,NA,"c",258
"208",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"209","ſhewing","N.Reg.Nom.Sg.Fem","VVG","shewing",NA,"shewing",1,"shewing",NA,NA,NA,NA,NA,258
"210","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"211","Afnity","FM","NN","Afnity","Afnity","Afnity",1,"Afnity",NA,NA,NA,NA,NA,258
"212","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"213","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"214","Engliſp","FM","NN","Englisp",NA,"Englisp",1,"Englisp",NA,NA,NA,NA,NA,258
"215","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",258
"216","thele","VFIN.Full.3.Sg.Pres.Subj","NN","thele",NA,"thele",0,NA,"thele",NA,NA,NA,"thele",258
"217","Languages","N.Reg.Dat.Pl.Fem","NNS","Languages",NA,"Languages",1,"Languages",NA,NA,"Languages",NA,"Languages",258
"218",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"219","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",258
"220","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",258
"221","natural","FM","JJ","natural",NA,"natural",0,NA,"natural",NA,NA,NA,"natural",258
"222","Gradation","N.Reg.Nom.Sg.Fem","NN","Gradation",NA,"Gradation",0,NA,"Gradation",NA,NA,NA,"Gradation",258
"223","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",258
"224","Change","FM","NP","Change",NA,"Change",0,NA,"Change",NA,NA,NA,"Change",258
"225",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"226","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",258
"227","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",258
"228","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",258
"229","another","N.Name.*.*.*","DT","another",NA,"another",0,NA,"another",NA,NA,NA,"another",258
"230",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"231","By","N.Name.*.*.*","IN","By",NA,"By",0,NA,"By",NA,NA,NA,"By",258
"232","CHIARLES","N.Name.*.*.*","NP","CHIARLES",NA,"CHIARLES",1,"CHIARLES",NA,NA,NA,NA,NA,258
"233","WISEMAN","N.Name.Nom.Sg.*","NP","WISEMAN",NA,"WISEMAN",1,"WISEMAN",NA,NA,NA,NA,NA,258
"234",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"235","N","SYM.Other.XY","NP","N",NA,"N",0,NA,"N",NA,NA,NA,"N",258
"236",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"237","P","N.Name.*.*.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",258
"238",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"239","I","N.Name.*.*.*","NP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",258
"240","O","N.Name.*.*.*","NP","O",NA,"O",0,NA,"O",NA,NA,NA,"O",258
"241","ND","N.Name.*.*.*","NN","ND",NA,"ND",1,"ND",NA,NA,NA,NA,NA,258
"242","O","N.Name.*.*.*","NN","O",NA,"O",0,NA,"O",NA,NA,NA,"O",258
"243","P","N.Name.*.*.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",258
"244",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"245","Printed","N.Name.*.*.*","VVN","Printed",NA,"Printed",0,NA,"Printed",NA,NA,NA,"Printed",258
"246","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",258
"247","W","N.Name.Nom.Sg.Fem","NP","W",NA,"W",0,NA,"W",NA,NA,NA,"W",258
"248",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"249","Nicor","N.Name.Nom.Sg.Fem","NP","Nicor",NA,"Nicor",0,NA,"Nicor",NA,NA,NA,"Nicor",258
"250",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",258
"251","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",258
"252","Sr","N.Name.*.*.*","NP","Sr",NA,"Sr",0,NA,"Sr",NA,NA,NA,"Sr",258
"253",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"254","Pavi's","N.Name.*.*.*","NP","Pavi's",NA,"Pavi's",1,"Pavi's",NA,NA,NA,NA,NA,258
"255","CurncnVanp","N.Name.Dat.Sg.*","NP","CurncnVanp",NA,"CurncnVanp",1,"CurncnVanp",NA,NA,NA,NA,NA,258
"256",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
"257","1764","CARD","LS","1764",NA,"1764",1,"1764",NA,NA,NA,NA,NA,258
"258",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",258
