NN
SENT
NN
IN/that
PP
MD
VV
TO
VV
,
DT
NN
,
WP
RB
VHD
DT
NN
NN
IN
NP
,
MD
,
IN
DT
JJ
NN
IN
DT
NN
,
VVN
IN
RB
JJ
IN
VVG
NN
IN
NNS
,
NN
,
CC
NN
SENT
RB
VBZ
RB
DT
NN
,
WDT
NNS
VBP
RB
JJ
TO
VV
,
CC
IN
WDT
PP
VVP
TO
VV
PP$
JJ
NN
:
DT
VBZ
RB
JJ
IN
DT
NN
MD
VB
RB
RB
VVN
IN
DT
NN
NN
:
CC
IN
DT
PP
VVD
RB
VBP
JJ
,
IN
IN
PP
VBZ
JJ
DT
JJ
NN
CC
NN
MD
VV
IN
JJ
NN
IN
JJ
JJ
NNS
,
RB
WRB
PP
VVP
TO
VV
,
RB
RB
PP
VB
CC
DT
NN
,
PP$
NN
MD
VV
VV
,
CC
IN
DT
JJ
NN
,
IN/that
PP$
NN
VBZ
RB
JJ
TO
DT
WDT
VVZ
IN
DT
NN
IN
PP$
NN
SENT
PP
VVP
,
RB
,
IN/that
IN
PP
NN
IN
JJ
NNS
,
PP
MD
NN
IN
DT
JJ
NN
,
CC
RB
DT
NN
IN
NNS
MD
NN
PDT
DT
JJ
NNS
IN
NN
SENT
TO
VV
JJ
NNS
CC
NNS
,
RB
,
IN
NN
TO
VV
IN
NNS
,
CC
IN
DT
JJ
NN
NN
DT
NNS
IN
DT
VVN
NN
,
DT
NN
IN
DT
NN
NN
VB
RB
JJ
,
CC
PP
VHP
RB
VVN
TO
VV
DT
NN
IN
PP
JJ
TO
DT
NN
NN
SENT
CC
NNS
,
CC
DT
NP
NN
IN
PP$
JJ
NN
,
