PREFA	N.Name.*.*.*
CE	N.Name.Nom.Sg.Neut
.	SYM.Pun.Sent
XIII	CARD
diſcoveries	N.Reg.Acc.Pl.Masc
,	SYM.Pun.Comma
yet	FM
if	FM
difappointed	FM
,	SYM.Pun.Comma
ready	ADJD.Pos
to	FM
acknowledge	FM
my	FM
miſtake	N.Reg.Acc.Sg.Fem
.	SYM.Pun.Sent
As	FM
I	FM
have	VFIN.Aux.1.Sg.Pres.Ind
been	FM
thus	FM
ſolicitous	FM
to	FM
add	FM
to	FM
the	FM
grammatical	FM
ſtore	FM
,	SYM.Pun.Comma
by	FM
my	FM
own	FM
labours	FM
:	SYM.Pun.Colon
equal	FM
pains	FM
have	VFIN.Aux.2.Sg.Pres.Ind
been	FM
uſed	FM
to	FM
retrench	FM
the	FM
former	FM
ſuperfluity	FM
of	FM
others	FM
;	SYM.Pun.Sent
a	FM
work	FM
of	FM
this	FM
kind	FM
ſhould	FM
abound	FM
with	FM
all	FM
the	FM
rules	FM
neceſ	FM
.	SYM.Pun.Sent
ſary	FM
to	FM
inſtruct	FM
,	SYM.Pun.Comma
but	CONJ.Coord.-
not	ADJD.Pos
to	FM
embarrafs	FM
:	SYM.Pun.Colon
it	FM
is	FM
deſigned	FM
not	PART.Verb
to	FM
gratify	FM
vain	FM
ſpeculation	N.Reg.Nom.Pl.Fem
,	SYM.Pun.Comma
but	CONJ.Coord.-
to	FM
be	FM
converted	FM
into	N.Name.*.*.*
practical	FM
utility	FM
.	SYM.Pun.Sent
It	FM
would	FM
have	VFIN.Aux.1.Sg.Pres.Ind
been	FM
needleſs	FM
,	SYM.Pun.Comma
therefore	FM
.	SYM.Pun.Sent
to	FM
engage	FM
the	FM
ſcholar's	FM
attention	FM
upon	FM
fubjects	FM
not	PART.Verb
immediately	FM
uſeful	FM
;	SYM.Pun.Sent
or	FM
to	FM
croud	FM
the	FM
page	FM
,	SYM.Pun.Comma
as	ADV
others	FM
have	VFIN.Aux.1.Sg.Pres.Ind
done	FM
,	SYM.Pun.Comma
with	FM
a	FM
multiplicity	FM
of	FM
notes	FM
collected	FM
from	FM
the	FM
Ancients	FM
,	SYM.Pun.Comma
relative	ADJA.Pos.Nom.Pl.Neut
to	FM
the	FM
definitions	FM
,	SYM.Pun.Comma
diviſions	FM
and	FM
ſubdiviſions	FM
of	FM
Gramimar	N.Name.Nom.Sg.*
;	SYM.Pun.Sent
all	PRO.Indef.Attr.-.*.*.*
theſe	ADJA.Pos.Acc.Pl.*
the	FM
learned	FM
are	FM
fuppofed	FM
to	FM
know	FM
already	FM
,	SYM.Pun.Comma
and	FM
the	FM
ignorant	ADJD.Pos
will	FM
find	FM
it	FM
a	FM
ſuflicient	FM
tafk	FM
at	FM
firſt	FM
to	FM
underſtand	FM
the	FM
more	FM
material	ADJD.Pos
parts	FM
of	FM
the	FM
art	FM
,	SYM.Pun.Comma
without	FM
diving	FM
thus	FM
into	N.Name.*.*.*
the	FM
recefles	FM
of	FM
antiquity	FM
for	FM
freih	FM
labour	FM
.	SYM.Pun.Sent
Such	N.Name.Nom.Sg.*
a	FM
needlefs	FM
diſplay	FM
of	FM
our	FM
abilities	FM
would	FM
only	FM
increaſe	FM
the	FM
Size	N.Reg.Nom.Pl.Masc
,	SYM.Pun.Comma
and	FM
conſequently	FM
the	FM
price	FM
,	SYM.Pun.Comma
of	FM
this	FM
volume	FM
;	SYM.Pun.Sent
and	FM
at	FM
the	FM
ſame	FM
time	VFIN.Full.3.Sg.Pres.Subj
confume	FM
thofe	FM
hours	FM
which	ADJD.Pos
the	FM
ſcholar	FM
might	FM
have	VFIN.Aux.1.Sg.Pres.Ind
more	FM
profitably	FM
employed	FM
in	APPR.In
ſtudying	N.Reg.Dat.Sg.Fem
the	FM
neceflary	FM
rules	FM
of	FM
the	FM
language	FM
.	SYM.Pun.Sent
There	FM
is	FM
a	FM
delicate	FM
ſimplicity	FM
in	APPR.In
all	FM
the	FM
fineſt	FM
works	FM
of	FM
art	FM
,	SYM.Pun.Comma
and	FM
this	FM
ſimplicity	FM
Grammar	N.Name.Nom.Sg.Masc
ſometimes	ADJA.Pos.Acc.Sg.Neut
teaches	ADJA.Pos.Acc.Sg.Neut
;	SYM.Pun.Sent
let	FM
us	FM
,	SYM.Pun.Comma
therefore	FM
,	SYM.Pun.Comma
not	ADJD.Pos
admit	FM
foreign	FM
ornaments	FM
into	N.Name.*.*.*
a	FM
work	FM
of	FM
this	FM
kind	FM
,	SYM.Pun.Comma
and	FM
thus	FM
deſtroy	FM
the	FM
force	FM
of	FM
our	FM
precept	FM
by	FM
the	FM
errors	FM
of	FM
our	FM
example	FM
.	SYM.Pun.Sent
a	FM
T1uG	FM

