"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"21","affirm","ADJD.Pos","VV","affirm","affirm","affirm",0,NA,"affirm",NA,NA,NA,"affirm",5
"22",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"23","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",5
"24","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"25","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,5
"26","tongue","FM","NN","tongue",NA,"tongue",0,NA,"tongue",NA,NA,NA,"tongue",5
"27","has","FM","VHZ","has",NA,"has",0,NA,"has",NA,NA,NA,"has",5
"28","no","PART.Ans","DT","no",NA,"no",0,NA,"no",NA,NA,NA,"no",5
"29","ſimilitude","FM","NN","similitude",NA,"similitude",0,NA,"similitude",NA,NA,NA,"similitude",5
"30","whatever","FM","WDT","whatever",NA,"whatever",0,NA,"whatever",NA,NA,NA,"whatever",5
"31","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",5
"32","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"33","Latin","N.Name.Dat.Sg.*","NP","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",5
"34","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",5
"35","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",5
"36","reſpect","FM","NN","respect",NA,"respect",0,NA,"respect",NA,NA,NA,"respect",5
"37",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"38","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"39","therefore","FM","RB","therefore","therefore","therefore",0,NA,"therefore",NA,NA,NA,"therefore",5
"40","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",5
"41","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",5
"42","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",5
"43","preventing","FM","VVG","preventing",NA,"preventing",0,NA,"preventing",NA,NA,NA,"preventing",5
"44","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",5
"45","making","FM","VVG","making",NA,"making",0,NA,"making",NA,NA,NA,"making",5
"46","uſe","FM","NNS","use",NA,"use",0,NA,"use",NA,NA,NA,"use",5
"47","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"48","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"49","common","FM","JJ","common",NA,"common",0,NA,"common",NA,NA,NA,"common",5
"50","techmical","FM","JJ","techmical",NA,"techmical",1,"techmical",NA,NA,NA,NA,NA,5
"51","terms","FM","NNS","terms",NA,"terms",0,NA,"terms",NA,NA,NA,"terms",5
"52","ufually","FM","RB","ufually","ufually","ufually",1,"ufually",NA,NA,"ufually",NA,"ufually",5
"53","employed","FM","VVN","employed",NA,"employed",0,NA,"employed",NA,NA,NA,"employed",5
"54","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",5
"55","Grammars","FM","NNS","Grammars",NA,"Grammars",1,"Grammars",NA,NA,"Grammars",NA,"Grammars",5
"56","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"57","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",5
"58","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",5
"59",":","SYM.Pun.Colon",":",":",NA,":",1,":",NA,NA,NA,":",":",5
"60","We","FM","PP","We",NA,"We",0,NA,"We",NA,NA,NA,"We",5
"61","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",5
"62","taken","FM","VVN","taken",NA,"taken",0,NA,"taken",NA,NA,NA,"taken",5
"63","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"64","liberty","FM","NN","liberty",NA,"liberty",0,NA,"liberty",NA,NA,NA,"liberty",5
"65","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"66","diflent","FM","NN","diflent","diflent","diflent",1,"diflent",NA,NA,NA,NA,NA,5
"67","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",5
"68","both","FM","DT","both",NA,"both",0,NA,"both",NA,NA,NA,"both",5
"69",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"70","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"71","offer","FM","VV","offer","offer","offer",0,NA,"offer",NA,NA,NA,"offer",5
"72","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"73","preſent","FM","JJ","present",NA,"present",0,NA,"present",NA,NA,NA,"present",5
"74","work","FM","NN","work",NA,"work",0,NA,"work",NA,NA,NA,"work",5
"75","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"76","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",5
"77","proof","FM","NN","proof","proof","proof",0,NA,"proof",NA,NA,NA,"proof",5
"78","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",5
"79","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",5
"80","opmions","FM","NNS","opmions",NA,"opmions",1,"opmions",NA,NA,"opmions",NA,"opmions",5
"81","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",5
"82","erroneous","FM","JJ","erroneous",NA,"erroneous",0,NA,"erroneous",NA,NA,NA,"erroneous",5
"83",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",5
"84","This","FM","DT","This",NA,"This",0,NA,"This",NA,NA,NA,"This",5
"85","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",5
"86","will","FM","MD","will",NA,"will",0,NA,"will",NA,NA,NA,"will",5
"87","ferve","FM","VV","ferve","ferve","ferve",1,"ferve",NA,NA,NA,NA,NA,5
"88","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"89","fhew","FM","VV","fhew","fhew","fhew",1,"fhew",NA,NA,NA,NA,NA,5
"90","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",5
"91","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",5
"92","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",5
"93","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",5
"94","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",5
"95","reduced","FM","VVN","reduced",NA,"reduced",0,NA,"reduced",NA,NA,NA,"reduced",5
"96","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"97","fſtem","FM","NN","fstem","fstem","fstem",1,"fstem",NA,NA,NA,NA,NA,5
"98",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"99","without","FM","IN","without",NA,"without",0,NA,"without",NA,NA,NA,"without",5
"100","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"101","neceflity","FM","NN","neceflity","neceflity","neceflity",1,"neceflity",NA,NA,NA,NA,NA,5
"102","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"103","adhering","FM","VVG","adhering",NA,"adhering",0,NA,"adhering",NA,NA,NA,"adhering",5
"104","ſo","FM","NN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",5
"105","cloſely","FM","RB","closely",NA,"closely",0,NA,"closely",NA,NA,NA,"closely",5
"106","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"107","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"108","Latin","N.Name.Dat.Sg.*","NP","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",5
"109","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"110","has","FM","VHZ","has",NA,"has",0,NA,"has",NA,NA,NA,"has",5
"111","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",5
"112","hitherto","FM","RB","hitherto",NA,"hitherto",0,NA,"hitherto",NA,NA,NA,"hitherto",5
"113","thought","FM","VVN","thought",NA,"thought",0,NA,"thought",NA,NA,NA,"thought",5
"114","neceffary","FM","NN","neceffary","neceffary","neceffary",1,"neceffary",NA,NA,NA,NA,NA,5
"115",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",5
"116","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",5
"117",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"118","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",5
"119","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"120","ſame","N.Reg.Acc.Pl.Masc","JJ","same",NA,"same",0,NA,"same",NA,NA,NA,"same",5
"121","time","VFIN.Full.3.Sg.Pres.Subj","NN","time",NA,"time",0,NA,"time",NA,NA,NA,"time",5
"122",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"123","care","FM","NN","care",NA,"care",0,NA,"care",NA,NA,NA,"care",5
"124","has","FM","VHZ","has",NA,"has",0,NA,"has",NA,NA,NA,"has",5
"125","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",5
"126","taken","FM","VVN","taken",NA,"taken",0,NA,"taken",NA,NA,NA,"taken",5
"127","not","PART.Verb","RB","not",NA,"not",0,NA,"not",NA,NA,NA,"not",5
"128","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"129","difient","FM","JJ","difient","difient","difient",1,"difient",NA,NA,NA,NA,NA,5
"130","ſo","FM","NN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",5
"131","far","FM","RB","far","far","far",0,NA,"far",NA,NA,NA,"far",5
"132","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",5
"133","that","PRO.Dem.Subst.-.Nom.Sg.Neut","DT","that",NA,"that",0,NA,"that",NA,NA,NA,"that",5
"134","ftandard","FM","NN","ftandard","ftandard","ftandard",1,"ftandard",NA,NA,NA,NA,NA,5
"135","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",5
"136","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"137","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"138","diſcard","FM","VV","discard",NA,"discard",0,NA,"discard",NA,NA,NA,"discard",5
"139","thoſe","FM","JJ","those",NA,"those",0,NA,"those",NA,NA,NA,"those",5
"140","grammatical","FM","JJ","grammatical",NA,"grammatical",0,NA,"grammatical",NA,NA,NA,"grammatical",5
"141","terms","FM","NNS","terms",NA,"terms",0,NA,"terms",NA,NA,NA,"terms",5
"142","borrowed","FM","VVN","borrowed",NA,"borrowed",0,NA,"borrowed",NA,NA,NA,"borrowed",5
"143","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",5
"144","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",5
"145",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"146","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"147","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",5
"148","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",5
"149","acquired","FM","VVN","acquired",NA,"acquired",0,NA,"acquired",NA,NA,NA,"acquired",5
"150",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"151","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",5
"152","long","FM","JJ","long",NA,"long",0,NA,"long",NA,NA,NA,"long",5
"153","uſe","FM","NNS","use",NA,"use",0,NA,"use",NA,NA,NA,"use",5
"154",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"155","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",5
"156","preſcriptive","FM","JJ","prescriptive",NA,"prescriptive",0,NA,"prescriptive",NA,NA,NA,"prescriptive",5
"157","right","FM","NN","right",NA,"right",0,NA,"right",NA,NA,NA,"right",5
"158","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"159","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",5
"160","admitted","FM","VVN","admitted",NA,"admitted",0,NA,"admitted",NA,NA,NA,"admitted",5
"161","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",5
"162","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",5
"163","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",5
"164",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",5
"165","Nothing","VFIN.Full.3.Sg.Past.Ind","NN","Nothing",NA,"Nothing",0,NA,"Nothing",NA,NA,NA,"Nothing",5
"166","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",5
"167","an","APPR.An","DT","an",NA,"an",0,NA,"an",NA,NA,NA,"an",5
"168","exceſs","FM","NNS","excess",NA,"excess",0,NA,"excess",NA,NA,NA,"excess",5
"169","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"170","ridiculous","FM","JJ","ridiculous",NA,"ridiculous",0,NA,"ridiculous",NA,NA,NA,"ridiculous",5
"171","affectation","FM","NN","affectation","affectation","affectation",0,NA,"affectation",NA,NA,NA,"affectation",5
"172","could","FM","MD","could",NA,"could",1,"could",NA,NA,NA,NA,NA,5
"173","induce","FM","VV","induce",NA,"induce",0,NA,"induce",NA,NA,NA,"induce",5
"174","ſome","FM","NN","some",NA,"some",0,NA,"some",NA,NA,NA,"some",5
"175","Grammarians","FM","NNS","Grammarians",NA,"Grammarians",0,NA,"Grammarians",NA,NA,NA,"Grammarians",5
"176","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"177","make","FM","VV","make",NA,"make",0,NA,"make",NA,NA,NA,"make",5
"178","uſe","FM","NNS","use",NA,"use",0,NA,"use",NA,NA,NA,"use",5
"179","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"180","new","FM","JJ","new",NA,"new",0,NA,"new",NA,NA,NA,"new",5
"181","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"182","barbarous","FM","JJ","barbarous",NA,"barbarous",0,NA,"barbarous",NA,NA,NA,"barbarous",5
"183","terms","FM","NNS","terms",NA,"terms",0,NA,"terms",NA,NA,NA,"terms",5
"184",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"185","inftead","FM","NN","inftead","inftead","inftead",1,"inftead",NA,NA,NA,NA,NA,5
"186","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"187","thofe","FM","NN","thofe","thofe","thofe",1,"thofe",NA,NA,NA,NA,NA,5
"188","already","FM","RB","already",NA,"already",0,NA,"already",NA,NA,NA,"already",5
"189","well","ADV","RB","well",NA,"well",0,NA,"well",NA,NA,NA,"well",5
"190","enough","FM","RB","enough",NA,"enough",0,NA,"enough",NA,NA,NA,"enough",5
"191","known","FM","VVN","known",NA,"known",0,NA,"known",NA,NA,NA,"known",5
"192","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"193","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",5
"194","novice","FM","NN","novice",NA,"novice",0,NA,"novice",NA,NA,NA,"novice",5
"195","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",5
"196","Grammar","N.Name.Dat.Sg.Neut","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",5
"197",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",5
"198","The","N.Name.*.*.*","DT","The",NA,"The",0,NA,"The",NA,NA,NA,"The",5
"199","mere","VFIN.Full.3.Sg.Pres.Subj","JJ","mere",NA,"mere",0,NA,"mere",NA,NA,NA,"mere",5
"200","Engliſo","FM","NN","Engliso",NA,"Engliso",1,"Engliso",NA,NA,NA,NA,NA,5
"201","reader","FM","NN","reader",NA,"reader",0,NA,"reader",NA,NA,NA,"reader",5
"202","frequently","FM","RB","frequently","frequently","frequently",0,NA,"frequently",NA,NA,NA,"frequently",5
"203","hears","FM","VVZ","hears",NA,"hears",1,"hears",NA,NA,NA,NA,NA,5
"204","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",5
"205","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"206","terms","FM","NNS","terms",NA,"terms",0,NA,"terms",NA,NA,NA,"terms",5
"207","Noun","FM","NP","Noun",NA,"Noun",0,NA,"Noun",NA,NA,NA,"Noun",5
"208","Adjective","FM","NN","Adjective",NA,"Adjective",0,NA,"Adjective",NA,NA,NA,"Adjective",5
"209",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"210","Verb","N.Reg.Nom.Sg.Neut","NN","Verb",NA,"Verb",0,NA,"Verb",NA,NA,NA,"Verb",5
"211","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",5
"212","Adverb","N.Reg.Nom.Sg.Neut","NN","Adverb",NA,"Adverb",0,NA,"Adverb",NA,NA,NA,"Adverb",5
"213",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"214","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"215","can","VFIN.Mod.*.*.Pres.Ind","MD","can",NA,"can",0,NA,"can",NA,NA,NA,"can",5
"216","probably","FM","RB","probably",NA,"probably",0,NA,"probably",NA,NA,NA,"probably",5
"217","tell","FM","VV","tell",NA,"tell",0,NA,"tell",NA,NA,NA,"tell",5
"218","what","FM","WP","what",NA,"what",0,NA,"what",NA,NA,NA,"what",5
"219","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",5
"220","mean","VPP.Full.Psp","VVP","mean",NA,"mean",0,NA,"mean",NA,NA,NA,"mean",5
"221","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",5
"222","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",5
"223","frequent","ADJD.Pos","JJ","frequent","frequent","frequent",0,NA,"frequent",NA,NA,NA,"frequent",5
"224","occurrence","FM","NN","occurrence",NA,"occurrence",0,NA,"occurrence",NA,NA,NA,"occurrence",5
"225",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",5
"226","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",5
"227","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"228","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",5
"229","their","N.Name.Nom.Sg.*","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",5
"230","modern","ADJD.Pos","JJ","modern",NA,"modern",0,NA,"modern",NA,NA,NA,"modern",5
"231","ſubſtitutes","N.Reg.Acc.Pl.Masc","NNS","substitutes",NA,"substitutes",1,"substitutes",NA,NA,"substitutes",NA,"substitutes",5
"232",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"233","ſuch","CARD","NN","such",NA,"such",0,NA,"such",NA,NA,NA,"such",5
"234","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"235","Name","N.Reg.Nom.Sg.Masc","NN","Name",NA,"Name",0,NA,"Name",NA,NA,NA,"Name",5
"236",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"237","Forename","N.Reg.Nom.Sg.Masc","NN","Forename",NA,"Forename",0,NA,"Forename",NA,NA,NA,"Forename",5
"238",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"239","Adname","N.Reg.Nom.Sg.Masc","NP","Adname",NA,"Adname",0,NA,"Adname",NA,NA,NA,"Adname",5
"240",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"241","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"242","ſuch","FM","NNS","such",NA,"such",0,NA,"such",NA,NA,NA,"such",5
"243","like","FM","VVP","like",NA,"like",0,NA,"like",NA,NA,NA,"like",5
"244",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"245","he","FM","PP","he",NA,"he",0,NA,"he",NA,NA,NA,"he",5
"246","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",5
"247","quite","FM","RB","quite",NA,"quite",0,NA,"quite",NA,NA,NA,"quite",5
"248","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",5
"249","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",5
"250","loſs","FM","NNS","loss",NA,"loss",0,NA,"loss",NA,NA,NA,"loss",5
"251","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"252","know","FM","VV","know",NA,"know",0,NA,"know",NA,NA,NA,"know",5
"253","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",5
"254","meaning","FM","NN","meaning",NA,"meaning",0,NA,"meaning",NA,NA,NA,"meaning",5
"255",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"256","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",5
"257","requires","ADJA.Pos.Acc.Sg.Neut","VVZ","requires",NA,"requires",1,"requires",NA,NA,NA,NA,NA,5
"258","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"259","much","ADV","JJ","much",NA,"much",0,NA,"much",NA,NA,NA,"much",5
"260","information","FM","NN","information","information","information",0,NA,"information",NA,NA,NA,"information",5
"261","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",5
"262","lead","FM","VV","lead",NA,"lead",0,NA,"lead",NA,NA,NA,"lead",5
"263","him","FM","PP","him",NA,"him",0,NA,"him",NA,NA,NA,"him",5
"264","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",5
"265","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",5
"266","etymology","FM","NN","etymology",NA,"etymology",0,NA,"etymology",NA,NA,NA,"etymology",5
"267","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",5
"268","was","FM","VBD","was",NA,"was",0,NA,"was",NA,NA,NA,"was",5
"269","requiſite","N.Reg.Acc.Pl.Neut","NN","requisite",NA,"requisite",0,NA,"requisite",NA,NA,NA,"requisite",5
"270","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",5
"271","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",5
"272","Latin","N.Name.Dat.Sg.*","JJ","Latin",NA,"Latin",0,NA,"Latin",NA,NA,NA,"Latin",5
"273","terms","FM","NNS","terms",NA,"terms",0,NA,"terms",NA,NA,NA,"terms",5
"274","themielves","FM","NNS","themielves",NA,"themielves",1,"themielves",NA,NA,"themielves",NA,"themielves",5
"275",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",5
"276","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",5
"277","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",5
"278","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",5
