"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"218","capable","FM","JJ","capable",NA,"capable",0,NA,"capable",NA,NA,NA,"capable",14
"219","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",14
"220","intereſting","N.Reg.Nom.Sg.Fem","VVG","interesting",NA,"interesting",0,NA,"interesting",NA,NA,NA,"interesting",14
"221","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",14
"222","virtuous","FM","JJ","virtuous",NA,"virtuous",0,NA,"virtuous",NA,NA,NA,"virtuous",14
"223","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",14
"224","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",14
"225","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",14
"226","paflions","FM","NNS","paflions","paflions","paflions",1,"paflions",NA,NA,"paflions",NA,"paflions",14
"227",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",14
"228","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",14
"229","fubduing","FM","VVG","fubduing","fubduing","fubduing",1,"fubduing",NA,NA,NA,NA,NA,14
"230","thoſe","FM","NNS","those",NA,"those",0,NA,"those",NA,NA,NA,"those",14
"231","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",14
"232","lead","FM","VVP","lead",NA,"lead",0,NA,"lead",NA,NA,NA,"lead",14
"233","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",14
"234","Vice","FM","NP","Vice",NA,"Vice",0,NA,"Vice",NA,NA,NA,"Vice",14
"235",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",14
"236","Nor","FM","CC","Nor",NA,"Nor",0,NA,"Nor",NA,NA,NA,"Nor",14
"237","can","VFIN.Mod.*.*.Pres.Ind","MD","can",NA,"can",0,NA,"can",NA,NA,NA,"can",14
"238","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",14
"239","here","FM","RB","here",NA,"here",0,NA,"here",NA,NA,NA,"here",14
"240","avoid","FM","VV","avoid",NA,"avoid",0,NA,"avoid",NA,NA,NA,"avoid",14
"241","recommending","FM","VVG","recommending",NA,"recommending",0,NA,"recommending",NA,NA,NA,"recommending",14
"242","ſeveral","FM","NN","several",NA,"several",0,NA,"several",NA,NA,NA,"several",14
"243","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",14
"244","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",14
"245","nature","N.Name.Nom.Sg.*","NN","nature",NA,"nature",0,NA,"nature",NA,NA,NA,"nature",14
"246",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",14
"247","publiſhed","FM","VVN","published",NA,"published",0,NA,"published",NA,NA,NA,"published",14
"248","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",14
"249","Mr","FM","NP","Mr",NA,"Mr",0,NA,"Mr",NA,NA,NA,"Mr",14
"250",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",14
"251","Nerbery","FM","NP","Nerbery",NA,"Nerbery",1,"Nerbery",NA,NA,NA,NA,NA,14
"252",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",14
"253","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",14
"254","ſeem","FM","NP","seem",NA,"seem",0,NA,"seem",NA,NA,NA,"seem",14
"255","happily","FM","RB","happily",NA,"happily",0,NA,"happily",NA,NA,NA,"happily",14
"256","adapted","FM","VVD","adapted",NA,"adapted",1,"adapted",NA,NA,"adapted",NA,"adapted",14
"257","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",14
"258","delight","FM","VV","delight",NA,"delight",0,NA,"delight",NA,NA,NA,"delight",14
"259","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",14
"260","rectify","FM","VV","rectify","rectify","rectify",0,NA,"rectify",NA,NA,NA,"rectify",14
"261","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",14
"262","growing","FM","VVG","growing",NA,"growing",0,NA,"growing",NA,NA,NA,"growing",14
"263","mind","FM","NN","mind",NA,"mind",0,NA,"mind",NA,NA,NA,"mind",14
"264",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",14
"265","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",14
"266","lead","FM","VV","lead",NA,"lead",0,NA,"lead",NA,NA,NA,"lead",14
"267","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",14
"268","up","FM","RP","up",NA,"up",0,NA,"up",NA,NA,NA,"up",14
"269","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",14
"270","truth","FM","NN","truth",NA,"truth",0,NA,"truth",NA,NA,NA,"truth",14
"271",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",14
"272","through","FM","IN","through",NA,"through",0,NA,"through",NA,NA,NA,"through",14
"273","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",14
"274","flowery","FM","JJ","flowery","flowery","flowery",0,NA,"flowery",NA,NA,NA,"flowery",14
"275","paths","FM","NNS","paths",NA,"paths",1,"paths",NA,NA,"paths",NA,"paths",14
"276","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",14
"277","pleafure","FM","NN","pleafure","pleafure","pleafure",1,"pleafure",NA,NA,NA,NA,NA,14
"278",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",14
"279","Eſop's","FM","NP","Esop's",NA,"Esop's",1,"Esop's",NA,NA,NA,NA,NA,14
