"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"62",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"63","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",193
"64","diſtiguiſhed","FM","JJ","distiguished",NA,"distiguished",1,"distiguished",NA,NA,NA,NA,NA,193
"65","fucceſs","FM","NNS","fuccess","fuccess","fuccess",1,"fuccess",NA,NA,"fuccess",NA,"fuccess",193
"66",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"67","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",193
"68","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",193
"69","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",193
"70","ſeems","FM","NNS","seems",NA,"seems",0,NA,"seems",NA,NA,NA,"seems",193
"71","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",193
"72","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",193
"73","that","PRO.Dem.Subst.-.Acc.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",193
"74","wheremn","FM","RB","wheremn",NA,"wheremn",1,"wheremn",NA,NA,"wheremn",NA,"wheremn",193
"75","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",193
"76","efforts","FM","NNS","efforts","efforts","efforts",0,NA,"efforts",NA,NA,NA,"efforts",193
"77","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",193
"78","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",193
"79","moſt","FM","JJ","most",NA,"most",0,NA,"most",NA,NA,NA,"most",193
"80","weak","FM","JJ","weak",NA,"weak",0,NA,"weak",NA,NA,NA,"weak",193
"81","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",193
"82","unfucceſsful","FM","JJ","unfuccessful","unfuccessful","unfuccessful",1,"unfuccessful",NA,NA,NA,NA,NA,193
"83",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",193
"84","They","FM","PP","They",NA,"They",0,NA,"They",NA,NA,NA,"They",193
"85","ſtand","FM","VVP","stand",NA,"stand",0,NA,"stand",NA,NA,NA,"stand",193
"86","juſtly","FM","RB","justly",NA,"justly",0,NA,"justly",NA,NA,NA,"justly",193
"87","foremoſt","N.Reg.Nom.Sg.Fem","NN","foremost","foremost","foremost",0,NA,"foremost",NA,NA,NA,"foremost",193
"88","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",193
"89","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",193
"90","branches","ADJA.Pos.Acc.Sg.Neut","NNS","branches",NA,"branches",0,NA,"branches",NA,NA,NA,"branches",193
"91","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",193
"92","Philolophy","FM","NP","Philolophy",NA,"Philolophy",1,"Philolophy",NA,NA,NA,NA,NA,193
"93",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"94","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",193
"95","even","FM","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",193
"96","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",193
"97","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",193
"98","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",193
"99","now","FM","RB","now",NA,"now",0,NA,"now",NA,NA,NA,"now",193
"100","conſidered","FM","JJ","considered",NA,"considered",0,NA,"considered",NA,NA,NA,"considered",193
"101","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",193
"102","Foreigners","N.Name.Gen.Sg.*","NNS","Foreigners",NA,"Foreigners",0,NA,"Foreigners",NA,NA,NA,"Foreigners",193
"103","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",193
"104","abſolutely","CARD","JJ","absolutely",NA,"absolutely",0,NA,"absolutely",NA,NA,NA,"absolutely",193
"105","requiſite","N.Reg.Nom.Pl.Neut","NN","requisite",NA,"requisite",0,NA,"requisite",NA,NA,NA,"requisite",193
"106","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",193
"107","complete","FM","VV","complete",NA,"complete",0,NA,"complete",NA,NA,NA,"complete",193
"108","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",193
"109","learned","FM","VVN","learned",NA,"learned",0,NA,"learned",NA,NA,NA,"learned",193
"110","education","FM","NN","education",NA,"education",0,NA,"education",NA,NA,NA,"education",193
"111",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",193
"112","yet","FM","RB","yet",NA,"yet",0,NA,"yet",NA,NA,NA,"yet",193
"113","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",193
"114","Englaſb","FM","NN","Englasb",NA,"Englasb",1,"Englasb",NA,NA,NA,NA,NA,193
"115","themſelves","FM","NNS","themselves",NA,"themselves",0,NA,"themselves",NA,NA,NA,"themselves",193
"116",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"117","either","ADJD.Comp","CC","either",NA,"either",0,NA,"either",NA,NA,NA,"either",193
"118","ignorant","ADJD.Pos","JJ","ignorant",NA,"ignorant",0,NA,"ignorant",NA,NA,NA,"ignorant",193
"119","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",193
"120","unmindful","FM","JJ","unmindful","unmindful","unmindful",0,NA,"unmindful",NA,NA,NA,"unmindful",193
"121","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",193
"122","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",193
"123","treafure","FM","NN","treafure","treafure","treafure",1,"treafure",NA,NA,NA,NA,NA,193
"124","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",193
"125","pofleſs","FM","NNS","pofless","pofless","pofless",1,"pofless",NA,NA,"pofless",NA,"pofless",193
"126",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"127","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",193
"128","carelelly","FM","RB","carelelly",NA,"carelelly",1,"carelelly",NA,NA,"carelelly",NA,"carelelly",193
"129","ſuffered","FM","VVN","suffered","suffered","suffered",0,NA,"suffered",NA,NA,NA,"suffered",193
"130","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",193
"131","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",193
"132","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",193
"133","adulterated","FM","VVN","adulterated",NA,"adulterated",0,NA,"adulterated",NA,NA,NA,"adulterated",193
"134","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",193
"135","ignorance","FM","NN","ignorance",NA,"ignorance",0,NA,"ignorance",NA,NA,NA,"ignorance",193
"136",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"137","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",193
"138","affectation","FM","NN","affectation","affectation","affectation",0,NA,"affectation",NA,NA,NA,"affectation",193
"139",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",193
"140","Like","N.Name.Nom.Sg.Masc","IN","Like",NA,"Like",0,NA,"Like",NA,NA,NA,"Like",193
"141","Kings","N.Name.Gen.Sg.Masc","NP","Kings",NA,"Kings",0,NA,"Kings",NA,NA,NA,"Kings",193
"142","panting","FM","VVG","panting",NA,"panting",0,NA,"panting",NA,NA,NA,"panting",193
"143","after","FM","IN","after","after","after",0,NA,"after",NA,NA,NA,"after",193
"144","new","FM","JJ","new",NA,"new",0,NA,"new",NA,NA,NA,"new",193
"145","conqueſts","FM","NNS","conquests",NA,"conquests",1,"conquests",NA,NA,"conquests",NA,"conquests",193
"146",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"147","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",193
"148","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",193
"149","indolently","FM","RB","indolently",NA,"indolently",0,NA,"indolently",NA,NA,NA,"indolently",193
"150","permitted","FM","VVN","permitted",NA,"permitted",0,NA,"permitted",NA,NA,NA,"permitted",193
"151","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",193
"152","natural","FM","JJ","natural",NA,"natural",0,NA,"natural",NA,NA,NA,"natural",193
"153","dominions","FM","NNS","dominions",NA,"dominions",0,NA,"dominions",NA,NA,NA,"dominions",193
"154","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",193
"155","fink","FM","VV","fink","fink","fink",0,NA,"fink",NA,NA,NA,"fink",193
"156","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",193
"157","deſolation","N.Name.*.*.*","NN","desolation",NA,"desolation",0,NA,"desolation",NA,NA,NA,"desolation",193
"158",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",193
"159","It","N.Name.*.*.*","PP","It",NA,"It",0,NA,"It",NA,NA,NA,"It",193
"160","muſt","N.Name.*.*.*","NN","must",NA,"must",0,NA,"must",NA,NA,NA,"must",193
"161","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",193
"162","owned","FM","VVN","owned",NA,"owned",0,NA,"owned",NA,NA,NA,"owned",193
"163",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"164","indeed","FM","RB","indeed",NA,"indeed",0,NA,"indeed",NA,NA,NA,"indeed",193
"165",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"166","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",193
"167","many","FM","JJ","many",NA,"many",0,NA,"many",NA,NA,NA,"many",193
"168","writers","FM","NNS","writers",NA,"writers",1,"writers",NA,NA,"writers",NA,"writers",193
"169","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",193
"170","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",193
"171","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",193
"172","late","FM","JJ","late",NA,"late",0,NA,"late",NA,NA,NA,"late",193
"173","induſtrioufly","FM","NN","industrioufly","industrioufly","industrioufly",1,"industrioufly",NA,NA,NA,NA,NA,193
"174","employed","FM","VVN","employed",NA,"employed",0,NA,"employed",NA,NA,NA,"employed",193
"175","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",193
"176","drawing","FM","VVG","drawing",NA,"drawing",0,NA,"drawing",NA,NA,NA,"drawing",193
"177","up","FM","RP","up",NA,"up",0,NA,"up",NA,NA,NA,"up",193
"178","Grammatical","FM","JJ","Grammatical",NA,"Grammatical",0,NA,"Grammatical",NA,NA,NA,"Grammatical",193
"179","Eflays","FM","NNS","Eflays","Eflays","Eflays",1,"Eflays",NA,NA,"Eflays",NA,"Eflays",193
"180","on","FM","IN","on",NA,"on",0,NA,"on",NA,NA,NA,"on",193
"181","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",193
"182","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,193
"183","tongue","FM","NN","tongue",NA,"tongue",0,NA,"tongue",NA,NA,NA,"tongue",193
"184",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"185","incited","FM","VVD","incited",NA,"incited",1,"incited",NA,NA,"incited",NA,"incited",193
"186",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"187","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",193
"188",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",193
"189","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",193
"190","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",193
"191","appaA","FM","NN","appaA",NA,"appaA",1,"appaA",NA,NA,NA,NA,NA,193
"192","9","CARD","CD","9",NA,"9",1,"9",NA,NA,NA,NA,NA,193
"193","rent","FM","NN","rent",NA,"rent",0,NA,"rent",NA,NA,NA,"rent",193
