"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"91","how","PROADV.Inter","WRB","how",NA,"how",0,NA,"how",NA,NA,NA,"how",18
"92","eaſu","FM","JJ","easu",NA,"easu",1,"easu",NA,NA,NA,NA,NA,18
"93","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",18
"94","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",18
"95","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"96","vanity","FM","NN","vanity",NA,"vanity",0,NA,"vanity",NA,NA,NA,"vanity",18
"97","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",18
"98","aflume","FM","VV","aflume","aflume","aflume",1,"aflume",NA,NA,NA,NA,NA,18
"99","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",18
"100","right","FM","NN","right",NA,"right",0,NA,"right",NA,NA,NA,"right",18
"101","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",18
"102","judging","FM","VVG","judging",NA,"judging",0,NA,"judging",NA,NA,NA,"judging",18
"103","even","FM","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",18
"104","without","FM","IN","without",NA,"without",0,NA,"without",NA,NA,NA,"without",18
"105","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",18
"106","pains","FM","NNS","pains",NA,"pains",0,NA,"pains",NA,NA,NA,"pains",18
"107","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",18
"108","reading","FM","NN","reading",NA,"reading",0,NA,"reading",NA,NA,NA,"reading",18
"109",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"110","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",18
"111","how","PROADV.Inter","WRB","how",NA,"how",0,NA,"how",NA,NA,NA,"how",18
"112","often","FM","RB","often","often","often",0,NA,"often",NA,NA,NA,"often",18
"113","ſome","FM","NN","some",NA,"some",0,NA,"some",NA,NA,NA,"some",18
"114","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",18
"115","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",18
"116","found","FM","VVN","found","found","found",0,NA,"found",NA,NA,NA,"found",18
"117","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",18
"118","demolifh","FM","NN","demolifh","demolifh","demolifh",1,"demolifh",NA,NA,NA,NA,NA,18
"119","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",18
"120","palace","FM","NN","palace",NA,"palace",0,NA,"palace",NA,NA,NA,"palace",18
"121",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"122","who","FM","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",18
"123","were","FM","VBD","were",NA,"were",0,NA,"were",NA,NA,NA,"were",18
"124","unable","FM","JJ","unable",NA,"unable",0,NA,"unable",NA,NA,NA,"unable",18
"125","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",18
"126","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",18
"127","build","FM","VV","build",NA,"build",0,NA,"build",NA,NA,NA,"build",18
"128","up","FM","RP","up",NA,"up",0,NA,"up",NA,NA,NA,"up",18
"129","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",18
"130","hovel","FM","NN","hovel",NA,"hovel",0,NA,"hovel",NA,NA,NA,"hovel",18
"131",":","SYM.Pun.Colon",":",":",NA,":",1,":",NA,NA,NA,":",":",18
"132","Yet","FM","RB","Yet",NA,"Yet",0,NA,"Yet",NA,NA,NA,"Yet",18
"133","ſtill","FM","NN","still",NA,"still",0,NA,"still",NA,NA,NA,"still",18
"134","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",18
"135","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",18
"136","ſtrong","ADJD.Pos","JJ","strong",NA,"strong",0,NA,"strong",NA,NA,NA,"strong",18
"137","expectations","FM","NNS","expectations",NA,"expectations",0,NA,"expectations",NA,NA,NA,"expectations",18
"138","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",18
"139","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",18
"140","candour","FM","NN","candour",NA,"candour",0,NA,"candour",NA,NA,NA,"candour",18
"141","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",18
"142","diſcernment","FM","NN","discernment",NA,"discernment",0,NA,"discernment",NA,NA,NA,"discernment",18
"143","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",18
"144","many","FM","JJ","many",NA,"many",0,NA,"many",NA,NA,NA,"many",18
"145",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"146","whoſe","FM","JJ","whose",NA,"whose",1,"whose",NA,NA,NA,NA,NA,18
"147","ſuperior","FM","NN","superior",NA,"superior",0,NA,"superior",NA,NA,NA,"superior",18
"148","abilities","FM","NNS","abilities",NA,"abilities",1,"abilities",NA,NA,"abilities",NA,"abilities",18
"149","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",18
"150","taught","FM","VVN","taught",NA,"taught",0,NA,"taught",NA,NA,NA,"taught",18
"151","them","ADJA.Pos.Dat.Sg.Neut","PP","them",NA,"them",0,NA,"them",NA,NA,NA,"them",18
"152","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",18
"153","know","FM","VV","know",NA,"know",0,NA,"know",NA,NA,NA,"know",18
"154",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"155","that","PRO.Dem.Subst.-.Acc.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",18
"156","even","VFIN.Full.3.Pl.Pres.Ind","RB","even",NA,"even",0,NA,"even",NA,NA,NA,"even",18
"157","mediocrity","FM","NN","mediocrity",NA,"mediocrity",0,NA,"mediocrity",NA,NA,NA,"mediocrity",18
"158","in","FM","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",18
"159","ſo","FM","NN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",18
"160","difficult","VPP.Full.Psp","JJ","difficult","difficult","difficult",0,NA,"difficult",NA,NA,NA,"difficult",18
"161","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",18
"162","work","FM","NN","work",NA,"work",0,NA,"work",NA,NA,NA,"work",18
"163","deſerves","FM","NNS","deserves",NA,"deserves",1,"deserves",NA,NA,"deserves",NA,"deserves",18
"164","applaufe","VFIN.Full.1.Sg.Pres.Ind","NN","applaufe","applaufe","applaufe",1,"applaufe",NA,NA,NA,NA,NA,18
"165",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"166","E","SYM.Other.XY","NP","E",NA,"E",0,NA,"E",NA,NA,NA,"E",18
"167","R","SYM.Other.XY","NP","R",NA,"R",0,NA,"R",NA,NA,NA,"R",18
"168","RA","SYM.Other.XY","NP","RA",NA,"RA",0,NA,"RA",NA,NA,NA,"RA",18
"169","T","N.Name.*.*.*","NN","T",NA,"T",0,NA,"T",NA,NA,NA,"T",18
"170","A","N.Name.*.*.*","NP","A",NA,"A",0,NA,"A",NA,NA,NA,"A",18
"171",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"172",")","SYM.Paren.Right",")",")",NA,")",1,")",NA,NA,NA,NA,NA,18
"173","AOE","N.Name.Nom.Sg.*","NP","AOE",NA,"AOE",1,"AOE",NA,NA,NA,NA,NA,18
"174","4","CARD","CD","4",NA,"4",0,NA,"4",NA,NA,NA,"4",18
"175",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"176","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"177","donne","FM","NN","donne",NA,"donne",1,"donne",NA,NA,NA,NA,NA,18
"178","read","FM","NN","read",NA,"read",0,NA,"read",NA,NA,NA,"read",18
"179","donné","FM","NN","donné",NA,"donné",1,"donné",NA,NA,NA,NA,NA,18
"180",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"181","Ibid","FM","FW","Ibid",NA,"Ibid",0,NA,"Ibid",NA,NA,NA,"Ibid",18
"182",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"183","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"184","pollußllable","FM","JJ","pollußllable",NA,"pollußllable",1,"pollußllable",NA,NA,NA,NA,NA,18
"185","⸗","FM","JJ","⸗",NA,"⸗",1,"⸗",NA,NA,NA,NA,NA,18
"186","M","N.Name.*.*.*","NN","M",NA,"M",0,NA,"M",NA,NA,NA,"M",18
"187","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"188",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"189","diſſpllables","N.Reg.Nom.Sg.Neut","NNS","disspllables",NA,"disspllables",1,"disspllables",NA,NA,"disspllables",NA,"disspllables",18
"190",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"191","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"192",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"193","11","CARD","CD","11",NA,"11",1,"11",NA,NA,NA,NA,NA,18
"194",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"195","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"196","ghe","N.Name.*.*.*","NN","ghe",NA,"ghe",1,"ghe",NA,NA,NA,NA,NA,18
"197","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"198",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"199","gb","VIMP.Full.2.Sg","NN","gb",NA,"gb",0,NA,"gb",NA,NA,NA,"gb",18
"200",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"201","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"202",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"203","30","CARD","CD","30",NA,"30",0,NA,"30",NA,NA,NA,"30",18
"204",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"205","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"206","monoſpllables","N.Name.*.*.*","NNS","monospllables",NA,"monospllables",1,"monospllables",NA,NA,"monospllables",NA,"monospllables",18
"207","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"208",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"209","words","ADJD.Pos","NNS","words",NA,"words",0,NA,"words",NA,NA,NA,"words",18
"210",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"211","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"212",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"213","31","CARD","CD","31",NA,"31",1,"31",NA,NA,NA,NA,NA,18
"214",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"215","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"216","bereafter","N.Name.*.*.*","NN","bereafter","bereafter","bereafter",1,"bereafter",NA,NA,NA,NA,NA,18
"217","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"218",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"219","bealtbful","ADJD.Pos","JJ","bealtbful","bealtbful","bealtbful",1,"bealtbful",NA,NA,NA,NA,NA,18
"220",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"221","lbid","FM","NN","lbid",NA,"lbid",1,"lbid",NA,NA,NA,NA,NA,18
"222",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"223","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"224","mono","FM","JJ","mono",NA,"mono",0,NA,"mono",NA,NA,NA,"mono",18
"225","ſyllables","FM","NNS","syllables",NA,"syllables",0,NA,"syllables",NA,NA,NA,"syllables",18
"226","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"227",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"228","words","ADJD.Pos","NNS","words",NA,"words",0,NA,"words",NA,NA,NA,"words",18
"229",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"230","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"231",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"232","48","CARD","CD","48",NA,"48",1,"48",NA,NA,NA,NA,NA,18
"233",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"234","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"235","ſball","N.Name.*.*.*","NN","sball",NA,"sball",1,"sball",NA,NA,NA,NA,NA,18
"236","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"237",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"238","ſhal","N.Reg.Nom.Sg.Neut","JJ","shal",NA,"shal",1,"shal",NA,NA,NA,NA,NA,18
"239",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"240","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"241",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"242","§","N.Reg.Nom.Sg.Masc","SYM","§",NA,"§",1,"§",NA,NA,NA,NA,NA,18
"243","6","CARD","CD","6",NA,"6",1,"6",NA,NA,NA,NA,NA,18
"244",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"245","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"246","erote","FM","NN","erote",NA,"erote",1,"erote",NA,NA,NA,NA,NA,18
"247","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"248",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"249","woritten","VPP.Full.Psp","JJ","woritten",NA,"woritten",1,"woritten",NA,NA,NA,NA,NA,18
"250",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"251","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"252",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"253","64","CARD","CD","64",NA,"64",1,"64",NA,NA,NA,NA,NA,18
"254",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"255","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"256","2","CARD","CD","2",NA,"2",0,NA,"2",NA,NA,NA,"2",18
"257","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"258",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"259","1","CARD","LS","1",NA,"1",0,NA,"1",NA,NA,NA,"1",18
"260",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"261","P","N.Name.*.*.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"262",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"263","8ç","N.Name.*.*.*","JJ","8ç",NA,"8ç",1,"8ç",NA,NA,NA,NA,NA,18
"264",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"265","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"266","lowing","N.Name.*.*.*","VVG","lowing",NA,"lowing",0,NA,"lowing",NA,NA,NA,"lowing",18
"267","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"268",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"269","living","ADJD.Pos","NN","living",NA,"living",0,NA,"living",NA,NA,NA,"living",18
"270",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"271","P","N.Name.Nom.Sg.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"272",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"273","111","CARD","CD","111",NA,"111",1,"111",NA,NA,NA,NA,NA,18
"274",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"275","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"276","conſonant","N.Name.*.*.*","JJ","consonant",NA,"consonant",0,NA,"consonant",NA,NA,NA,"consonant",18
"277","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"278",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"279","wowel","ADJD.Pos","NN","wowel",NA,"wowel",1,"wowel",NA,NA,NA,NA,NA,18
"280",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"281","P","N.Name.*.*.*","NN","P",NA,"P",0,NA,"P",NA,NA,NA,"P",18
"282",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"283","1o7","N.Name.*.*.*","JJ","1o7",NA,"1o7",1,"1o7",NA,NA,NA,NA,NA,18
"284",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",18
"285","for","N.Name.*.*.*","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",18
"286","bulloch","N.Name.*.*.*","NN","bulloch",NA,"bulloch",1,"bulloch",NA,NA,NA,NA,NA,18
"287","r","N.Name.Nom.Sg.Neut","NN","r",NA,"r",0,NA,"r",NA,NA,NA,"r",18
"288",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
"289","ſteer","N.Reg.Nom.Sg.Masc","NN","steer",NA,"steer",0,NA,"steer",NA,NA,NA,"steer",18
"290",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",18
