"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"70","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",11
"71","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",11
"72","deſigned","FM","JJ","designed",NA,"designed",0,NA,"designed",NA,NA,NA,"designed",11
"73","not","PART.Verb","RB","not",NA,"not",0,NA,"not",NA,NA,NA,"not",11
"74","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"75","gratify","FM","VV","gratify","gratify","gratify",0,NA,"gratify",NA,NA,NA,"gratify",11
"76","vain","FM","JJ","vain",NA,"vain",0,NA,"vain",NA,NA,NA,"vain",11
"77","ſpeculation","N.Reg.Nom.Pl.Fem","NN","speculation",NA,"speculation",0,NA,"speculation",NA,NA,NA,"speculation",11
"78",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"79","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",11
"80","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"81","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",11
"82","converted","FM","VVN","converted",NA,"converted",0,NA,"converted",NA,NA,NA,"converted",11
"83","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",11
"84","practical","FM","JJ","practical",NA,"practical",0,NA,"practical",NA,NA,NA,"practical",11
"85","utility","FM","NN","utility",NA,"utility",0,NA,"utility",NA,NA,NA,"utility",11
"86",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",11
"87","It","FM","PP","It",NA,"It",0,NA,"It",NA,NA,NA,"It",11
"88","would","FM","MD","would",NA,"would",0,NA,"would",NA,NA,NA,"would",11
"89","have","VFIN.Aux.1.Sg.Pres.Ind","VH","have",NA,"have",0,NA,"have",NA,NA,NA,"have",11
"90","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",11
"91","needleſs","FM","JJ","needless",NA,"needless",0,NA,"needless",NA,NA,NA,"needless",11
"92",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"93","therefore","FM","RB","therefore","therefore","therefore",0,NA,"therefore",NA,NA,NA,"therefore",11
"94",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",11
"95","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"96","engage","FM","VV","engage",NA,"engage",0,NA,"engage",NA,NA,NA,"engage",11
"97","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"98","ſcholar's","FM","NN","scholar's",NA,"scholar's",1,"scholar's",NA,NA,NA,NA,NA,11
"99","attention","FM","NN","attention",NA,"attention",0,NA,"attention",NA,NA,NA,"attention",11
"100","upon","FM","IN","upon",NA,"upon",0,NA,"upon",NA,NA,NA,"upon",11
"101","fubjects","FM","NNS","fubjects","fubjects","fubjects",1,"fubjects",NA,NA,"fubjects",NA,"fubjects",11
"102","not","PART.Verb","RB","not",NA,"not",0,NA,"not",NA,NA,NA,"not",11
"103","immediately","FM","RB","immediately",NA,"immediately",0,NA,"immediately",NA,NA,NA,"immediately",11
"104","uſeful","FM","JJ","useful","useful","useful",0,NA,"useful",NA,NA,NA,"useful",11
"105",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",11
"106","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",11
"107","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"108","croud","FM","VV","croud",NA,"croud",1,"croud",NA,NA,NA,NA,NA,11
"109","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"110","page","FM","NN","page",NA,"page",0,NA,"page",NA,NA,NA,"page",11
"111",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"112","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",11
"113","others","FM","NNS","others",NA,"others",0,NA,"others",NA,NA,NA,"others",11
"114","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",11
"115","done","FM","VVN","done",NA,"done",0,NA,"done",NA,NA,NA,"done",11
"116",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"117","with","FM","IN","with",NA,"with",0,NA,"with",NA,NA,NA,"with",11
"118","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",11
"119","multiplicity","FM","NN","multiplicity",NA,"multiplicity",0,NA,"multiplicity",NA,NA,NA,"multiplicity",11
"120","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"121","notes","FM","NNS","notes",NA,"notes",0,NA,"notes",NA,NA,NA,"notes",11
"122","collected","FM","VVN","collected",NA,"collected",0,NA,"collected",NA,NA,NA,"collected",11
"123","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",11
"124","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"125","Ancients","FM","NNS","Ancients",NA,"Ancients",1,"Ancients",NA,NA,"Ancients",NA,"Ancients",11
"126",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"127","relative","ADJA.Pos.Nom.Pl.Neut","JJ","relative",NA,"relative",0,NA,"relative",NA,NA,NA,"relative",11
"128","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"129","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"130","definitions","FM","NNS","definitions","definitions","definitions",1,"definitions",NA,NA,"definitions",NA,"definitions",11
"131",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"132","diviſions","FM","NNS","divisions",NA,"divisions",0,NA,"divisions",NA,NA,NA,"divisions",11
"133","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",11
"134","ſubdiviſions","FM","NNS","subdivisions",NA,"subdivisions",1,"subdivisions",NA,NA,"subdivisions",NA,"subdivisions",11
"135","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"136","Gramimar","N.Name.Nom.Sg.*","NP","Gramimar",NA,"Gramimar",1,"Gramimar",NA,NA,NA,NA,NA,11
"137",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",11
"138","all","PRO.Indef.Attr.-.*.*.*","DT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",11
"139","theſe","ADJA.Pos.Acc.Pl.*","NN","these",NA,"these",0,NA,"these",NA,NA,NA,"these",11
"140","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"141","learned","FM","JJ","learned",NA,"learned",0,NA,"learned",NA,NA,NA,"learned",11
"142","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",11
"143","fuppofed","FM","VVN","fuppofed","fuppofed","fuppofed",1,"fuppofed",NA,NA,NA,NA,NA,11
"144","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"145","know","FM","VV","know",NA,"know",0,NA,"know",NA,NA,NA,"know",11
"146","already","FM","RB","already",NA,"already",0,NA,"already",NA,NA,NA,"already",11
"147",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"148","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",11
"149","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"150","ignorant","ADJD.Pos","JJ","ignorant",NA,"ignorant",0,NA,"ignorant",NA,NA,NA,"ignorant",11
"151","will","FM","MD","will",NA,"will",0,NA,"will",NA,NA,NA,"will",11
"152","find","FM","VV","find","find","find",0,NA,"find",NA,NA,NA,"find",11
"153","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",11
"154","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",11
"155","ſuflicient","FM","JJ","suflicient","suflicient","suflicient",1,"suflicient",NA,NA,NA,NA,NA,11
"156","tafk","FM","NN","tafk","tafk","tafk",1,"tafk",NA,NA,NA,NA,NA,11
"157","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",11
"158","firſt","FM","NN","first","first","first",0,NA,"first",NA,NA,NA,"first",11
"159","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",11
"160","underſtand","FM","VV","understand",NA,"understand",0,NA,"understand",NA,NA,NA,"understand",11
"161","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"162","more","FM","JJR","more",NA,"more",0,NA,"more",NA,NA,NA,"more",11
"163","material","ADJD.Pos","NN","material",NA,"material",0,NA,"material",NA,NA,NA,"material",11
"164","parts","FM","NNS","parts",NA,"parts",0,NA,"parts",NA,NA,NA,"parts",11
"165","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"166","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"167","art","FM","NN","art",NA,"art",0,NA,"art",NA,NA,NA,"art",11
"168",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"169","without","FM","IN","without",NA,"without",0,NA,"without",NA,NA,NA,"without",11
"170","diving","FM","VVG","diving",NA,"diving",0,NA,"diving",NA,NA,NA,"diving",11
"171","thus","FM","RB","thus",NA,"thus",0,NA,"thus",NA,NA,NA,"thus",11
"172","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",11
"173","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"174","recefles","FM","NNS","recefles","recefles","recefles",1,"recefles",NA,NA,"recefles",NA,"recefles",11
"175","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"176","antiquity","FM","NN","antiquity",NA,"antiquity",0,NA,"antiquity",NA,NA,NA,"antiquity",11
"177","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",11
"178","freih","FM","NP","freih","freih","freih",1,"freih",NA,NA,NA,NA,NA,11
"179","labour","FM","NN","labour",NA,"labour",0,NA,"labour",NA,NA,NA,"labour",11
"180",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",11
"181","Such","N.Name.Nom.Sg.*","PDT","Such",NA,"Such",0,NA,"Such",NA,NA,NA,"Such",11
"182","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",11
"183","needlefs","FM","NNS","needlefs","needlefs","needlefs",1,"needlefs",NA,NA,"needlefs",NA,"needlefs",11
"184","diſplay","FM","NN","display",NA,"display",0,NA,"display",NA,NA,NA,"display",11
"185","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"186","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",11
"187","abilities","FM","NNS","abilities",NA,"abilities",1,"abilities",NA,NA,"abilities",NA,"abilities",11
"188","would","FM","MD","would",NA,"would",0,NA,"would",NA,NA,NA,"would",11
"189","only","FM","RB","only",NA,"only",0,NA,"only",NA,NA,NA,"only",11
"190","increaſe","FM","VV","increase",NA,"increase",0,NA,"increase",NA,NA,NA,"increase",11
"191","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"192","Size","N.Reg.Nom.Pl.Masc","NN","Size",NA,"Size",0,NA,"Size",NA,NA,NA,"Size",11
"193",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"194","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",11
"195","conſequently","FM","RB","consequently",NA,"consequently",0,NA,"consequently",NA,NA,NA,"consequently",11
"196","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"197","price","FM","NN","price",NA,"price",0,NA,"price",NA,NA,NA,"price",11
"198",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"199","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"200","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",11
"201","volume","FM","NN","volume",NA,"volume",0,NA,"volume",NA,NA,NA,"volume",11
"202",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",11
"203","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",11
"204","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",11
"205","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"206","ſame","FM","JJ","same",NA,"same",0,NA,"same",NA,NA,NA,"same",11
"207","time","VFIN.Full.3.Sg.Pres.Subj","NN","time",NA,"time",0,NA,"time",NA,NA,NA,"time",11
"208","confume","FM","NN","confume","confume","confume",1,"confume",NA,NA,NA,NA,NA,11
"209","thofe","FM","NN","thofe","thofe","thofe",1,"thofe",NA,NA,NA,NA,NA,11
"210","hours","FM","NNS","hours",NA,"hours",0,NA,"hours",NA,NA,NA,"hours",11
"211","which","ADJD.Pos","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",11
"212","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"213","ſcholar","FM","NN","scholar",NA,"scholar",0,NA,"scholar",NA,NA,NA,"scholar",11
"214","might","FM","MD","might",NA,"might",0,NA,"might",NA,NA,NA,"might",11
"215","have","VFIN.Aux.1.Sg.Pres.Ind","VH","have",NA,"have",0,NA,"have",NA,NA,NA,"have",11
"216","more","FM","RBR","more",NA,"more",0,NA,"more",NA,NA,NA,"more",11
"217","profitably","FM","RB","profitably","profitably","profitably",0,NA,"profitably",NA,NA,NA,"profitably",11
"218","employed","FM","VVN","employed",NA,"employed",0,NA,"employed",NA,NA,NA,"employed",11
"219","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",11
"220","ſtudying","N.Reg.Dat.Sg.Fem","VVG","studying",NA,"studying",0,NA,"studying",NA,NA,NA,"studying",11
"221","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"222","neceflary","FM","JJ","neceflary","neceflary","neceflary",1,"neceflary",NA,NA,NA,NA,NA,11
"223","rules","FM","NNS","rules",NA,"rules",0,NA,"rules",NA,NA,NA,"rules",11
"224","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"225","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"226","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",11
"227",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",11
"228","There","FM","EX","There",NA,"There",0,NA,"There",NA,NA,NA,"There",11
"229","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",11
"230","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",11
"231","delicate","FM","JJ","delicate",NA,"delicate",0,NA,"delicate",NA,NA,NA,"delicate",11
"232","ſimplicity","FM","NN","simplicity",NA,"simplicity",0,NA,"simplicity",NA,NA,NA,"simplicity",11
"233","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",11
"234","all","FM","PDT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",11
"235","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"236","fineſt","FM","NN","finest","finest","finest",1,"finest",NA,NA,NA,NA,NA,11
"237","works","FM","VVZ","works",NA,"works",0,NA,"works",NA,NA,NA,"works",11
"238","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"239","art","FM","NN","art",NA,"art",0,NA,"art",NA,NA,NA,"art",11
"240",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"241","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",11
"242","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",11
"243","ſimplicity","FM","NN","simplicity",NA,"simplicity",0,NA,"simplicity",NA,NA,NA,"simplicity",11
"244","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",11
"245","ſometimes","ADJA.Pos.Acc.Sg.Neut","NNS","sometimes",NA,"sometimes",0,NA,"sometimes",NA,NA,NA,"sometimes",11
"246","teaches","ADJA.Pos.Acc.Sg.Neut","VVZ","teaches",NA,"teaches",1,"teaches",NA,NA,NA,NA,NA,11
"247",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",11
"248","let","FM","VV","let",NA,"let",0,NA,"let",NA,NA,NA,"let",11
"249","us","FM","PP","us",NA,"us",0,NA,"us",NA,NA,NA,"us",11
"250",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"251","therefore","FM","RB","therefore","therefore","therefore",0,NA,"therefore",NA,NA,NA,"therefore",11
"252",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"253","not","ADJD.Pos","RB","not",NA,"not",0,NA,"not",NA,NA,NA,"not",11
"254","admit","FM","VVP","admit",NA,"admit",0,NA,"admit",NA,NA,NA,"admit",11
"255","foreign","FM","JJ","foreign","foreign","foreign",0,NA,"foreign",NA,NA,NA,"foreign",11
"256","ornaments","FM","NNS","ornaments",NA,"ornaments",0,NA,"ornaments",NA,NA,NA,"ornaments",11
"257","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",11
"258","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",11
"259","work","FM","NN","work",NA,"work",0,NA,"work",NA,NA,NA,"work",11
"260","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"261","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",11
"262","kind","FM","NN","kind",NA,"kind",0,NA,"kind",NA,NA,NA,"kind",11
"263",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",11
"264","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",11
"265","thus","FM","RB","thus",NA,"thus",0,NA,"thus",NA,NA,NA,"thus",11
"266","deſtroy","FM","VV","destroy",NA,"destroy",0,NA,"destroy",NA,NA,NA,"destroy",11
"267","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"268","force","FM","NN","force","force","force",0,NA,"force",NA,NA,NA,"force",11
"269","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"270","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",11
"271","precept","FM","NN","precept",NA,"precept",0,NA,"precept",NA,NA,NA,"precept",11
"272","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",11
"273","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",11
"274","errors","FM","NNS","errors",NA,"errors",0,NA,"errors",NA,NA,NA,"errors",11
"275","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",11
"276","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",11
"277","example","FM","NN","example",NA,"example",0,NA,"example",NA,NA,NA,"example",11
"278",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",11
"279","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",11
"280","T1uG","FM","NP","T1uG",NA,"T1uG",1,"T1uG",NA,NA,NA,NA,NA,11
