"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"173","furnifhed","FM","VVN","furnifhed","furnifhed","furnifhed",1,"furnifhed",NA,NA,NA,NA,NA,17
"174","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",17
"175","affiſted","FM","VVN","affisted","affisted","affisted",1,"affisted",NA,NA,NA,NA,NA,17
"176","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",17
"177","others","FM","NNS","others",NA,"others",0,NA,"others",NA,NA,NA,"others",17
"178","Works","FM","NP","Works",NA,"Works",0,NA,"Works",NA,NA,NA,"Works",17
"179",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"180","there","FM","EX","there",NA,"there",0,NA,"there",NA,NA,NA,"there",17
"181","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",17
"182","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",17
"183","poflibility","FM","NN","poflibility","poflibility","poflibility",1,"poflibility",NA,NA,NA,NA,NA,17
"184","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",17
"185","making","FM","VVG","making",NA,"making",0,NA,"making",NA,NA,NA,"making",17
"186","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,17
"187","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",17
"188","more","FM","RBR","more",NA,"more",0,NA,"more",NA,NA,NA,"more",17
"189","complete","FM","JJ","complete",NA,"complete",0,NA,"complete",NA,NA,NA,"complete",17
"190","than","VPP.Full.Psp","IN","than",NA,"than",0,NA,"than",NA,NA,NA,"than",17
"191","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",17
"192","have","VFIN.Aux.2.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",17
"193","left","VPP.Full.Psp","VVN","left","left","left",0,NA,"left",NA,NA,NA,"left",17
"194","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",17
"195",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",17
"196","They","N.Name.Nom.Sg.*","PP","They",NA,"They",0,NA,"They",NA,NA,NA,"They",17
"197","have","VFIN.Aux.2.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",17
"198",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"199","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",17
"200","muſt","FM","NN","must",NA,"must",0,NA,"must",NA,NA,NA,"must",17
"201","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",17
"202","granted","FM","VVN","granted",NA,"granted",0,NA,"granted",NA,NA,NA,"granted",17
"203",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",17
"204","amafied","FM","VVN","amafied","amafied","amafied",1,"amafied",NA,NA,NA,NA,NA,17
"205","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",17
"206","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",17
"207","variety","FM","NN","variety",NA,"variety",0,NA,"variety",NA,NA,NA,"variety",17
"208","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",17
"209","ſtores","FM","NNS","stores",NA,"stores",0,NA,"stores",NA,NA,NA,"stores",17
"210","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",17
"211","materials","FM","NNS","materials",NA,"materials",0,NA,"materials",NA,NA,NA,"materials",17
"212","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",17
"213","completig","ADJD.Pos","NN","completig",NA,"completig",1,"completig",NA,NA,NA,NA,NA,17
"214","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",17
"215","edifice","FM","NN","edifice","edifice","edifice",0,NA,"edifice",NA,NA,NA,"edifice",17
"216",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"217","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",17
"218","coming","FM","VVG","coming",NA,"coming",0,NA,"coming",NA,NA,NA,"coming",17
"219","after","FM","IN","after","after","after",0,NA,"after",NA,NA,NA,"after",17
"220","them","ADJA.Pos.Dat.Sg.Neut","PP","them",NA,"them",0,NA,"them",NA,NA,NA,"them",17
"221",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"222","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",17
"223",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"224","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",17
"225","has","FM","VHZ","has",NA,"has",0,NA,"has",NA,NA,NA,"has",17
"226","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",17
"227","my","FM","PP$","my",NA,"my",0,NA,"my",NA,NA,NA,"my",17
"228","fortune","FM","NN","fortune","fortune","fortune",0,NA,"fortune",NA,NA,NA,"fortune",17
"229","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",17
"230","give","FM","VV","give",NA,"give",0,NA,"give",NA,NA,NA,"give",17
"231","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",17
"232","materals","FM","NNS","materals",NA,"materals",1,"materals",NA,NA,"materals",NA,"materals",17
"233","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",17
"234","moft","VFIN.Full.3.Sg.Pres.Ind","NN","moft","moft","moft",1,"moft",NA,NA,NA,NA,NA,17
"235","artful","FM","JJ","artful","artful","artful",0,NA,"artful",NA,NA,NA,"artful",17
"236","arrangement","FM","NN","arrangement",NA,"arrangement",0,NA,"arrangement",NA,NA,NA,"arrangement",17
"237",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",17
"238","Mr","FM","NP","Mr",NA,"Mr",0,NA,"Mr",NA,NA,NA,"Mr",17
"239",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",17
"240","Greenwood","FM","NP","Greenwood",NA,"Greenwood",0,NA,"Greenwood",NA,NA,NA,"Greenwood",17
"241",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"242","upon","FM","IN","upon",NA,"upon",0,NA,"upon",NA,NA,NA,"upon",17
"243","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",17
"244","fubject","FM","JJ","fubject","fubject","fubject",1,"fubject",NA,NA,NA,NA,NA,17
"245","obferves","FM","NNS","obferves","obferves","obferves",1,"obferves",NA,NA,"obferves",NA,"obferves",17
"246",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"247","that","PRO.Dem.Subst.-.Nom.Sg.Neut","IN/that","that",NA,"that",0,NA,"that",NA,NA,NA,"that",17
"248","no","PART.Ans","DT","no",NA,"no",0,NA,"no",NA,NA,NA,"no",17
"249","ſuch","FM","NN","such",NA,"such",0,NA,"such",NA,NA,NA,"such",17
"250","thing","FM","NN","thing",NA,"thing",0,NA,"thing",NA,NA,NA,"thing",17
"251","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",17
"252","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",17
"253","complete","FM","JJ","complete",NA,"complete",0,NA,"complete",NA,NA,NA,"complete",17
"254","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",17
"255","was","FM","VBD","was",NA,"was",0,NA,"was",NA,NA,NA,"was",17
"256","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",17
"257","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",17
"258","expected","FM","VVN","expected",NA,"expected",0,NA,"expected",NA,NA,NA,"expected",17
"259","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",17
"260","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",17
"261","one","ADJA.Pos.Acc.Pl.Fem","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",17
"262","perſon","N.Reg.Acc.Pl.Fem","NN","person",NA,"person",0,NA,"person",NA,NA,NA,"person",17
"263",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"264","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",17
"265","indeed","FM","RB","indeed",NA,"indeed",0,NA,"indeed",NA,NA,NA,"indeed",17
"266","his","FM","PP$","his",NA,"his",0,NA,"his",NA,NA,NA,"his",17
"267","own","N.Name.Nom.Sg.Masc","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",17
"268","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",17
"269",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"270","which","N.Name.Nom.Sg.Masc","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",17
"271","though","FM","IN","though",NA,"though",0,NA,"though",NA,NA,NA,"though",17
"272","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",17
"273","one","FM","CD","one",NA,"one",0,NA,"one",NA,NA,NA,"one",17
"274","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",17
"275","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",17
"276","beſt","FM","NN","best",NA,"best",0,NA,"best",NA,NA,NA,"best",17
"277","hitherto","FM","RB","hitherto",NA,"hitherto",0,NA,"hitherto",NA,NA,NA,"hitherto",17
"278","extant","FM","JJ","extant",NA,"extant",0,NA,"extant",NA,NA,NA,"extant",17
"279",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",17
"280","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",17
"281","certamly","FM","RB","certamly",NA,"certamly",1,"certamly",NA,NA,"certamly",NA,"certamly",17
"282","no","PART.Ans","DT","no",NA,"no",0,NA,"no",NA,NA,NA,"no",17
"283","contradiction","FM","NN","contradiction",NA,"contradiction",0,NA,"contradiction",NA,NA,NA,"contradiction",17
"284","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",17
"285","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",17
"286","truth","FM","NN","truth",NA,"truth",0,NA,"truth",NA,NA,NA,"truth",17
"287","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",17
"288","his","FM","PP$","his",NA,"his",0,NA,"his",NA,NA,NA,"his",17
"289","general","ADJD.Pos","JJ","general",NA,"general",0,NA,"general",NA,NA,NA,"general",17
